"GEO_ID","NAME","B05003F_001E","B05003F_001M","B05003F_002E","B05003F_002M","B05003F_003E","B05003F_003M","B05003F_004E","B05003F_004M","B05003F_005E","B05003F_005M","B05003F_006E","B05003F_006M","B05003F_007E","B05003F_007M","B05003F_008E","B05003F_008M","B05003F_009E","B05003F_009M","B05003F_010E","B05003F_010M","B05003F_011E","B05003F_011M","B05003F_012E","B05003F_012M","B05003F_013E","B05003F_013M","B05003F_014E","B05003F_014M","B05003F_015E","B05003F_015M","B05003F_016E","B05003F_016M","B05003F_017E","B05003F_017M","B05003F_018E","B05003F_018M","B05003F_019E","B05003F_019M","B05003F_020E","B05003F_020M","B05003F_021E","B05003F_021M","B05003F_022E","B05003F_022M","B05003F_023E","B05003F_023M"
"0500000US37075","Graham County, North Carolina","43","59","37","58","0","17","0","17","0","17","0","17","0","17","37","58","0","17","37","58","0","17","37","58","6","11","0","17","0","17","0","17","0","17","0","17","6","11","0","17","6","11","0","17","6","11"
"0500000US37117","Martin County, North Carolina","214","147","99","67","25","31","25","31","0","23","0","23","0","23","74","55","30","35","44","28","6","10","38","28","115","117","74","82","74","82","0","23","0","23","0","23","41","40","0","23","41","40","0","23","41","40"
"0500000US37115","Madison County, North Carolina","92","73","42","32","7","11","7","11","0","23","0","23","0","23","35","29","20","22","15","18","0","23","15","18","50","58","14","22","14","22","0","23","0","23","0","23","36","52","36","52","0","23","0","23","0","23"
"0500000US37137","Pamlico County, North Carolina","157","94","86","45","39","28","39","28","0","19","0","19","0","19","47","27","16","16","31","27","2","4","29","27","71","53","17","21","16","21","1","4","1","4","0","19","54","37","20","21","34","35","0","19","34","35"
"0500000US37143","Perquimans County, North Carolina","58","43","31","34","12","18","12","18","0","19","0","19","0","19","19","29","19","29","0","19","0","19","0","19","27","24","0","19","0","19","0","19","0","19","0","19","27","24","27","24","0","19","0","19","0","19"
"0500000US37149","Polk County, North Carolina","606","547","369","356","244","282","244","282","0","23","0","23","0","23","125","90","93","79","32","35","4","7","28","34","237","197","130","137","130","137","0","23","0","23","0","23","107","66","63","61","44","27","3","6","41","28"
"0500000US37151","Randolph County, North Carolina","8103","1142","4289","573","1497","310","1446","307","51","35","0","29","51","35","2792","400","625","189","2167","351","296","142","1871","323","3814","642","1650","342","1585","349","65","59","0","29","65","59","2164","374","576","207","1588","295","315","125","1273","250"
"0500000US37157","Rockingham County, North Carolina","2487","624","1117","340","589","190","556","156","33","63","0","29","33","63","528","199","145","93","383","187","70","88","313","168","1370","385","664","251","577","215","87","102","19","34","68","99","706","195","180","83","526","194","63","60","463","196"
"0500000US37169","Stokes County, North Carolina","273","181","113","128","2","4","2","4","0","26","0","26","0","26","111","128","81","116","30","48","0","26","30","48","160","169","16","27","16","27","0","26","0","26","0","26","144","165","16","24","128","164","0","26","128","164"
"0500000US37187","Washington County, North Carolina","253","177","94","75","63","46","63","46","0","19","0","19","0","19","31","38","0","19","31","38","0","19","31","38","159","109","110","69","110","69","0","19","0","19","0","19","49","63","40","50","9","16","0","19","9","16"
"0500000US37029","Camden County, North Carolina","24","37","3","7","0","19","0","19","0","19","0","19","0","19","3","7","0","19","3","7","0","19","3","7","21","37","0","19","0","19","0","19","0","19","0","19","21","37","21","37","0","19","0","19","0","19"
"0500000US37043","Clay County, North Carolina","9","17","2","5","0","19","0","19","0","19","0","19","0","19","2","5","0","19","2","5","0","19","2","5","7","12","5","10","5","10","0","19","0","19","0","19","2","4","0","19","2","4","0","19","2","4"
"0500000US37051","Cumberland County, North Carolina","8603","739","4272","494","952","220","910","222","42","41","0","29","42","41","3320","379","2420","367","900","195","305","138","595","187","4331","461","1043","257","1008","257","35","39","0","29","35","39","3288","329","2228","308","1060","213","496","157","564","153"
"0500000US37071","Gaston County, North Carolina","5752","862","2920","476","1032","263","981","263","51","53","28","34","23","40","1888","330","252","138","1636","300","247","109","1389","266","2832","492","1188","315","1056","299","132","93","21","24","111","88","1644","264","302","142","1342","241","310","110","1032","219"
"0500000US37081","Guilford County, North Carolina","13409","1595","6845","905","2331","442","2158","450","173","98","40","49","133","85","4514","616","1144","229","3370","594","543","180","2827","580","6564","904","2530","503","2330","468","200","142","21","28","179","139","4034","552","1228","260","2806","449","723","215","2083","420"
"0500000US37099","Jackson County, North Carolina","779","261","537","200","93","131","81","129","12","21","0","26","12","21","444","156","34","34","410","153","54","49","356","147","242","112","50","54","27","39","23","40","0","26","23","40","192","92","98","62","94","55","31","40","63","42"
"0500000US37125","Moore County, North Carolina","781","423","397","233","159","121","159","121","0","29","0","29","0","29","238","137","70","66","168","110","8","14","160","107","384","223","150","130","141","128","9","16","0","29","9","16","234","120","96","64","138","98","25","25","113","89"
"0500000US37155","Robeson County, North Carolina","6748","744","3621","409","1758","244","1669","250","89","57","19","23","70","50","1863","226","444","112","1419","204","297","115","1122","178","3127","423","1641","267","1603","263","38","40","0","29","38","40","1486","206","457","193","1029","150","152","65","877","154"
"0500000US37167","Stanly County, North Carolina","514","255","251","125","72","70","72","70","0","29","0","29","0","29","179","85","41","42","138","71","40","46","98","70","263","169","139","117","139","117","0","29","0","29","0","29","124","77","51","41","73","55","24","28","49","52"
"0500000US37183","Wake County, North Carolina","39465","3041","19857","1707","7097","976","5961","862","1136","391","68","69","1068","387","12760","1161","2826","432","9934","1183","1272","330","8662","1174","19608","1635","7179","989","6294","883","885","326","88","73","797","313","12429","894","3522","461","8907","864","1636","344","7271","864"
"0500000US37199","Yancey County, North Carolina","145","131","141","131","54","76","54","76","0","19","0","19","0","19","87","65","0","19","87","65","37","43","50","65","4","7","0","19","0","19","0","19","0","19","0","19","4","7","4","7","0","19","0","19","0","19"
"0500000US37037","Chatham County, North Carolina","2272","629","1336","388","497","203","469","204","28","36","5","10","23","35","839","285","184","154","655","208","136","82","519","174","936","289","401","192","364","179","37","42","0","29","37","42","535","144","55","48","480","136","56","36","424","128"
"0500000US37111","McDowell County, North Carolina","1260","509","753","334","488","239","448","235","40","68","0","26","40","68","265","138","29","41","236","117","42","46","194","103","507","216","198","112","161","92","37","66","0","26","37","66","309","131","0","26","309","131","33","38","276","131"
"0500000US37101","Johnston County, North Carolina","5576","1367","2972","780","1178","390","1121","387","57","49","0","29","57","49","1794","512","632","316","1162","338","106","123","1056","298","2604","665","845","313","668","286","177","136","56","81","121","109","1759","491","472","207","1287","379","253","149","1034","375"
"0500000US37103","Jones County, North Carolina","101","78","48","48","0","17","0","17","0","17","0","17","0","17","48","48","0","17","48","48","0","17","48","48","53","39","0","17","0","17","0","17","0","17","0","17","53","39","28","31","25","36","0","17","25","36"
"0500000US37145","Person County, North Carolina","720","338","325","154","79","47","79","47","0","26","0","26","0","26","246","135","4","7","242","133","0","26","242","133","395","232","222","171","159","110","63","77","0","26","63","77","173","93","15","25","158","92","0","26","158","92"
"0500000US37019","Brunswick County, North Carolina","3246","629","1980","408","708","222","708","222","0","29","0","29","0","29","1272","252","213","131","1059","222","313","202","746","254","1266","294","379","160","362","154","17","24","3","6","14","24","887","200","208","97","679","207","218","141","461","175"
"0500000US37009","Ashe County, North Carolina","470","254","241","155","79","69","79","69","0","23","0","23","0","23","162","97","14","24","148","95","15","24","133","97","229","144","71","76","71","76","0","23","0","23","0","23","158","93","78","79","80","70","0","23","80","70"
"0500000US37013","Beaufort County, North Carolina","298","249","194","148","104","138","33","56","71","118","0","26","71","118","90","84","8","13","82","84","0","26","82","84","104","119","32","53","32","53","0","26","0","26","0","26","72","79","9","14","63","78","0","26","63","78"
"0500000US37107","Lenoir County, North Carolina","717","401","314","194","102","77","102","77","0","29","0","29","0","29","212","141","10","19","202","139","55","67","147","120","403","259","187","140","187","140","0","29","0","29","0","29","216","129","100","112","116","98","20","32","96","91"
"0500000US37161","Rutherford County, North Carolina","834","564","504","361","325","263","325","263","0","29","0","29","0","29","179","132","57","46","122","125","9","12","113","121","330","213","106","95","94","95","12","26","0","29","12","26","224","162","158","149","66","67","22","29","44","57"
"0500000US37109","Lincoln County, North Carolina","2177","552","1233","290","444","173","365","170","79","78","25","34","54","69","789","200","223","101","566","168","225","111","341","147","944","326","395","198","376","196","19","31","0","29","19","31","549","175","111","84","438","158","146","97","292","127"
"0500000US37133","Onslow County, North Carolina","3967","918","2015","609","522","304","448","286","74","117","36","58","38","60","1493","441","1082","414","411","180","196","109","215","139","1952","459","332","190","332","190","0","29","0","29","0","29","1620","360","1163","311","457","214","183","101","274","165"
"0500000US37135","Orange County, North Carolina","3707","861","2035","514","657","263","492","211","165","112","57","79","108","101","1378","312","300","123","1078","294","166","99","912","264","1672","432","831","301","701","271","130","179","79","123","51","60","841","240","135","58","706","238","81","68","625","242"
"0500000US37163","Sampson County, North Carolina","3097","784","1754","455","753","255","675","215","78","89","0","29","78","89","1001","268","236","98","765","224","193","94","572","203","1343","412","618","266","561","247","57","83","0","29","57","83","725","184","136","74","589","171","51","45","538","172"
"0500000US37197","Yadkin County, North Carolina","962","442","577","258","105","93","105","93","0","26","0","26","0","26","472","198","162","134","310","128","63","67","247","117","385","233","198","162","189","157","9","14","0","26","9","14","187","103","21","25","166","99","24","24","142","95"
"0500000US37011","Avery County, North Carolina","95","66","79","58","0","19","0","19","0","19","0","19","0","19","79","58","10","17","69","60","14","26","55","52","16","21","0","19","0","19","0","19","0","19","0","19","16","21","4","9","12","19","0","19","12","19"
"0500000US37023","Burke County, North Carolina","2526","542","1404","322","590","187","532","165","58","61","0","29","58","61","814","221","120","71","694","211","48","49","646","212","1122","349","535","247","501","250","34","47","0","29","34","47","587","166","166","87","421","140","54","43","367","135"
"0500000US37033","Caswell County, North Carolina","377","209","204","118","85","63","85","63","0","23","0","23","0","23","119","64","54","54","65","57","0","23","65","57","173","101","67","39","67","39","0","23","0","23","0","23","106","68","10","15","96","70","53","43","43","37"
"0500000US37059","Davie County, North Carolina","844","397","386","241","151","120","151","120","0","26","0","26","0","26","235","139","67","65","168","122","6","12","162","121","458","182","92","62","92","62","0","26","0","26","0","26","366","137","69","51","297","138","171","137","126","94"
"0500000US37061","Duplin County, North Carolina","1551","472","774","271","301","160","225","151","76","71","19","31","57","65","473","173","64","49","409","165","2","4","407","165","777","275","239","134","151","103","88","71","0","29","88","71","538","203","125","110","413","172","130","132","283","118"
"0500000US37063","Durham County, North Carolina","10980","1324","5855","784","1846","430","1756","430","90","60","24","25","66","58","4009","569","853","235","3156","544","455","168","2701","563","5125","761","1720","452","1507","412","213","125","20","21","193","122","3405","423","996","245","2409","360","490","174","1919","322"
"0500000US37105","Lee County, North Carolina","1737","462","945","274","260","142","259","142","1","2","0","29","1","2","685","197","204","101","481","159","167","105","314","157","792","253","251","116","246","114","5","9","0","29","5","9","541","192","217","97","324","131","110","61","214","109"
"0500000US37129","New Hanover County, North Carolina","2524","608","1528","392","457","198","357","164","100","96","0","29","100","96","1071","336","517","251","554","238","273","159","281","202","996","311","201","98","149","97","52","78","0","29","52","78","795","282","338","183","457","216","165","136","292","131"
"0500000US37191","Wayne County, North Carolina","2854","770","1343","386","337","159","309","153","28","45","0","29","28","45","1006","287","254","128","752","268","178","127","574","246","1511","450","739","269","626","242","113","82","0","29","113","82","772","232","163","121","609","179","103","77","506","177"
"0500000US37165","Scotland County, North Carolina","653","162","355","97","144","65","144","65","0","26","0","26","0","26","211","55","52","49","159","52","19","21","140","49","298","99","119","63","87","44","32","38","0","26","32","38","179","55","108","52","71","50","50","42","21","32"
"0500000US37083","Halifax County, North Carolina","188","143","85","74","23","27","23","27","0","29","0","29","0","29","62","58","16","20","46","53","22","32","24","40","103","86","38","66","38","66","0","29","0","29","0","29","65","58","9","14","56","52","52","51","4","7"
"0500000US37001","Alamance County, North Carolina","9933","1079","5323","576","2272","363","2133","360","139","91","56","69","83","59","3051","340","534","171","2517","338","540","251","1977","334","4610","648","1829","416","1688","414","141","99","18","28","123","99","2781","346","375","152","2406","292","526","179","1880","334"
"0500000US37087","Haywood County, North Carolina","535","255","296","175","58","63","58","63","0","29","0","29","0","29","238","143","43","42","195","147","6","11","189","148","239","120","56","51","47","49","9","14","0","29","9","14","183","88","117","74","66","54","20","20","46","51"
"0500000US37005","Alleghany County, North Carolina","209","191","115","109","45","55","45","55","0","19","0","19","0","19","70","67","2","7","68","67","0","19","68","67","94","87","33","37","28","35","5","8","0","19","5","8","61","56","20","31","41","48","0","19","41","48"
"0500000US37045","Cleveland County, North Carolina","1475","445","869","278","381","214","381","214","0","29","0","29","0","29","488","133","119","92","369","117","29","25","340","115","606","252","221","151","169","130","52","79","0","29","52","79","385","132","202","106","183","100","48","66","135","81"
"0500000US37077","Granville County, North Carolina","2122","451","1211","296","401","147","379","151","22","32","0","29","22","32","810","226","263","198","547","167","167","89","380","146","911","205","323","133","301","132","22","32","0","29","22","32","588","137","178","89","410","110","130","86","280","97"
"0500000US37093","Hoke County, North Carolina","3430","602","1757","325","564","172","536","170","28","31","0","29","28","31","1193","222","496","155","697","199","119","74","578","193","1673","328","620","181","562","175","58","72","47","70","11","16","1053","214","362","115","691","188","102","77","589","176"
"0500000US37097","Iredell County, North Carolina","2497","507","1259","276","427","160","427","160","0","29","0","29","0","29","832","193","193","78","639","182","212","133","427","153","1238","277","444","169","428","159","16","25","0","29","16","25","794","175","310","116","484","135","150","74","334","118"
"0500000US37147","Pitt County, North Carolina","5703","899","2677","431","1162","289","1044","258","118","97","0","29","118","97","1515","271","401","156","1114","251","99","57","1015","252","3026","638","1337","339","1337","339","0","29","0","29","0","29","1689","431","593","277","1096","254","175","115","921","209"
"0500000US37039","Cherokee County, North Carolina","190","119","121","78","66","60","66","60","0","23","0","23","0","23","55","41","40","36","15","19","4","10","11","18","69","50","49","49","49","49","0","23","0","23","0","23","20","25","20","25","0","23","0","23","0","23"
"0500000US37193","Wilkes County, North Carolina","1304","376","581","204","177","104","171","103","6","11","6","11","0","29","404","123","70","56","334","109","55","58","279","99","723","214","310","121","278","117","32","54","0","29","32","54","413","140","52","63","361","132","75","59","286","111"
"0500000US37003","Alexander County, North Carolina","1285","267","665","143","312","95","312","95","0","26","0","26","0","26","353","113","45","47","308","119","18","26","290","119","620","185","328","81","196","161","132","123","0","26","132","123","292","156","34","34","258","154","0","26","258","154"
"0500000US37031","Carteret County, North Carolina","268","125","126","68","17","21","17","21","0","29","0","29","0","29","109","60","65","48","44","35","7","13","37","32","142","88","43","48","43","48","0","29","0","29","0","29","99","67","81","66","18","19","10","13","8","13"
"0500000US37139","Pasquotank County, North Carolina","207","128","145","104","31","37","31","37","0","26","0","26","0","26","114","91","9","14","105","87","0","26","105","87","62","54","0","26","0","26","0","26","0","26","0","26","62","54","34","38","28","43","0","26","28","43"
"0500000US37173","Swain County, North Carolina","114","84","113","84","16","28","16","28","0","19","0","19","0","19","97","79","0","19","97","79","0","19","97","79","1","2","1","2","1","2","0","19","0","19","0","19","0","19","0","19","0","19","0","19","0","19"
"0500000US37007","Anson County, North Carolina","166","164","160","165","1","4","1","4","0","23","0","23","0","23","159","165","71","93","88","127","72","123","16","32","6","9","0","23","0","23","0","23","0","23","0","23","6","9","6","9","0","23","0","23","0","23"
"0500000US37069","Franklin County, North Carolina","1729","497","928","332","208","108","195","105","13","21","0","29","13","21","720","299","131","105","589","246","118","68","471","218","801","259","386","188","347","183","39","55","39","55","0","29","415","172","165","96","250","102","67","32","183","95"
"0500000US37113","Macon County, North Carolina","863","331","519","201","169","126","113","79","56","96","0","26","56","96","350","111","60","53","290","95","35","42","255","95","344","191","170","113","133","84","37","58","0","26","37","58","174","91","0","26","174","91","23","36","151","88"
"0500000US37175","Transylvania County, North Carolina","736","196","363","93","138","67","138","67","0","26","0","26","0","26","225","54","27","30","198","59","0","26","198","59","373","144","154","67","146","68","8","14","0","26","8","14","219","98","10","15","209","95","0","26","209","95"
"0500000US37047","Columbus County, North Carolina","1088","446","662","295","340","196","330","195","10","17","0","29","10","17","322","136","94","61","228","116","88","82","140","64","426","194","143","112","128","107","15","17","0","29","15","17","283","129","42","35","241","123","33","37","208","112"
"0500000US37123","Montgomery County, North Carolina","548","295","270","157","92","73","77","70","15","24","0","23","15","24","178","125","106","112","72","55","16","25","56","42","278","165","62","59","36","39","26","41","0","23","26","41","216","139","17","27","199","143","38","46","161","134"
"0500000US37153","Richmond County, North Carolina","332","180","177","96","9","14","9","14","0","26","0","26","0","26","168","92","0","26","168","92","61","68","107","71","155","105","41","50","41","50","0","26","0","26","0","26","114","69","14","22","100","69","44","58","56","46"
"0500000US37171","Surry County, North Carolina","1808","612","1046","400","507","272","507","272","0","29","0","29","0","29","539","185","110","59","429","170","29","27","400","168","762","266","394","176","372","168","22","36","0","29","22","36","368","125","108","60","260","121","84","74","176","97"
"0500000US37021","Buncombe County, North Carolina","2378","724","1269","411","338","215","338","215","0","29","0","29","0","29","931","262","220","115","711","234","135","82","576","208","1109","425","391","287","343","319","48","68","0","29","48","68","718","216","387","183","331","149","87","75","244","121"
"0500000US37025","Cabarrus County, North Carolina","9357","1157","4598","632","1592","353","1406","331","186","110","12","20","174","108","3006","396","1096","296","1910","308","215","114","1695","314","4759","615","1903","426","1776","419","127","94","0","29","127","94","2856","324","989","225","1867","320","441","163","1426","317"
"0500000US37057","Davidson County, North Carolina","2812","768","1559","431","650","261","465","198","185","115","0","29","185","115","909","243","229","94","680","216","154","98","526","194","1253","389","563","222","333","158","230","134","11","20","219","133","690","215","123","92","567","183","194","127","373","109"
"0500000US37091","Hertford County, North Carolina","271","125","167","92","9","10","6","9","3","5","0","23","3","5","158","91","40","36","118","84","4","6","114","84","104","47","14","15","14","15","0","23","0","23","0","23","90","44","30","39","60","48","6","12","54","48"
"0500000US37141","Pender County, North Carolina","2751","452","1447","339","542","226","520","229","22","33","22","33","0","29","905","153","248","92","657","148","14","22","643","148","1304","187","562","105","555","103","7","12","0","29","7","12","742","133","417","141","325","121","43","40","282","119"
"0500000US37189","Watauga County, North Carolina","612","172","362","113","125","63","101","51","24","39","0","29","24","39","237","80","61","46","176","80","12","22","164","81","250","91","69","58","69","58","0","29","0","29","0","29","181","71","103","60","78","67","0","29","78","67"
"0500000US37177","Tyrrell County, North Carolina","204","107","107","58","56","42","56","42","0","12","0","12","0","12","51","36","10","15","41","31","6","11","35","25","97","59","38","30","38","30","0","12","0","12","0","12","59","34","9","18","50","32","14","23","36","23"
"0400000US37","North Carolina","307906","7857","160324","4398","58396","2470","53002","2393","5394","705","706","212","4688","674","101928","2881","27676","1330","74252","2601","13178","968","61074","2551","147582","4073","57072","2404","51891","2245","5181","638","690","244","4491","576","90510","2255","27465","1197","63045","1899","13943","1045","49102","1934"
