"GEO_ID","NAME","B05003B_001E","B05003B_001M","B05003B_002E","B05003B_002M","B05003B_003E","B05003B_003M","B05003B_004E","B05003B_004M","B05003B_005E","B05003B_005M","B05003B_006E","B05003B_006M","B05003B_007E","B05003B_007M","B05003B_008E","B05003B_008M","B05003B_009E","B05003B_009M","B05003B_010E","B05003B_010M","B05003B_011E","B05003B_011M","B05003B_012E","B05003B_012M","B05003B_013E","B05003B_013M","B05003B_014E","B05003B_014M","B05003B_015E","B05003B_015M","B05003B_016E","B05003B_016M","B05003B_017E","B05003B_017M","B05003B_018E","B05003B_018M","B05003B_019E","B05003B_019M","B05003B_020E","B05003B_020M","B05003B_021E","B05003B_021M","B05003B_022E","B05003B_022M","B05003B_023E","B05003B_023M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen"
"0500000US37151","Randolph County, North Carolina","8953","443","4480","250","1267","206","1267","206","0","29","0","29","0","29","3213","129","3157","126","56","45","20","23","36","38","4473","262","1093","166","1076","169","17","21","17","21","0","29","3380","143","3301","143","79","62","16","19","63","58"
"0500000US37157","Rockingham County, North Carolina","16858","334","7829","190","1614","154","1614","154","0","29","0","29","0","29","6215","104","6175","109","40","37","18","25","22","29","9029","217","1686","169","1686","169","0","29","0","29","0","29","7343","110","7214","162","129","121","111","118","18","28"
"0500000US37169","Stokes County, North Carolina","1963","103","990","51","183","49","183","49","0","26","0","26","0","26","807","19","791","36","16","29","16","29","0","26","973","97","228","63","228","63","0","26","0","26","0","26","745","53","730","58","15","25","15","25","0","26"
"0500000US37187","Washington County, North Carolina","5755","238","2540","214","692","85","692","85","0","19","0","19","0","19","1848","177","1848","177","0","19","0","19","0","19","3215","107","696","86","696","86","0","19","0","19","0","19","2519","63","2519","63","0","19","0","19","0","19"
"0500000US37029","Camden County, North Carolina","1462","32","773","74","233","74","233","74","0","19","0","19","0","19","540","19","525","25","15","25","15","25","0","19","689","79","115","74","115","74","0","19","0","19","0","19","574","32","544","45","30","33","16","26","14","22"
"0500000US37043","Clay County, North Carolina","226","110","109","86","93","98","93","98","0","19","0","19","0","19","16","30","16","30","0","19","0","19","0","19","117","54","0","19","0","19","0","19","0","19","0","19","117","54","117","54","0","19","0","19","0","19"
"0500000US37051","Cumberland County, North Carolina","122504","1043","58080","593","16017","384","15914","400","103","82","8","10","95","80","42063","393","39959","466","2104","295","1494","256","610","173","64424","671","15224","449","15060","450","164","92","13","13","151","89","49200","394","47466","490","1734","274","947","198","787","186"
"0500000US37071","Gaston County, North Carolina","34616","556","15990","332","4404","312","4388","313","16","29","0","29","16","29","11586","159","11283","176","303","110","246","108","57","48","18626","364","4410","264","4397","265","13","26","0","29","13","26","14216","215","13676","289","540","193","373","170","167","94"
"0500000US37081","Guilford County, North Carolina","176785","1477","80621","823","22158","473","21572","552","586","226","182","113","404","198","58463","552","54695","750","3768","608","1861","364","1907","471","96164","888","21275","602","20743","596","532","209","184","109","348","191","74889","437","71385","694","3504","548","2055","449","1449","281"
"0500000US37099","Jackson County, North Carolina","986","152","493","87","85","63","85","63","0","26","0","26","0","26","408","61","389","68","19","34","19","34","0","26","493","89","42","40","42","40","0","26","0","26","0","26","451","64","411","78","40","41","37","39","3","7"
"0500000US37125","Moore County, North Carolina","12120","232","5570","143","1556","98","1556","98","0","29","0","29","0","29","4014","88","3965","108","49","56","20","27","29","48","6550","150","1466","121","1466","121","0","29","0","29","0","29","5084","89","5065","91","19","22","7","11","12","21"
"0500000US37155","Robeson County, North Carolina","32092","207","15174","158","3994","70","3994","70","0","29","0","29","0","29","11180","136","11044","117","136","62","52","28","84","56","16918","147","3902","75","3893","80","9","13","9","13","0","29","13016","93","12905","98","111","49","80","42","31","24"
"0500000US37167","Stanly County, North Carolina","6834","262","3503","153","889","120","889","120","0","29","0","29","0","29","2614","89","2614","89","0","29","0","29","0","29","3331","200","847","121","844","120","3","6","0","29","3","6","2484","133","2484","133","0","29","0","29","0","29"
"0500000US37183","Wake County, North Carolina","212597","2000","99053","1209","27438","794","26384","858","1054","418","205","90","849","416","71615","688","65037","947","6578","738","3786","580","2792","419","113544","1139","26366","686","25760","682","606","270","195","125","411","223","87178","728","81069","954","6109","670","3664","536","2445","425"
"0500000US37199","Yancey County, North Carolina","129","49","83","44","2","7","2","7","0","19","0","19","0","19","81","43","56","49","25","32","25","32","0","19","46","26","10","18","10","18","0","19","0","19","0","19","36","27","36","27","0","19","0","19","0","19"
"0500000US37037","Chatham County, North Carolina","8073","361","3695","309","614","162","614","162","0","29","0","29","0","29","3081","207","3003","210","78","59","22","23","56","56","4378","194","764","126","728","139","36","62","36","62","0","29","3614","131","3549","128","65","42","31","28","34","32"
"0500000US37111","McDowell County, North Carolina","1625","137","1019","149","235","126","234","126","1","2","1","2","0","26","784","72","784","72","0","26","0","26","0","26","606","60","63","47","63","47","0","26","0","26","0","26","543","46","543","46","0","26","0","26","0","26"
"0500000US37101","Johnston County, North Carolina","29837","648","14193","396","3910","284","3829","290","81","92","0","29","81","92","10283","326","9787","327","496","217","181","112","315","191","15644","393","3752","294","3666","300","86","96","26","39","60","93","11892","198","11435","271","457","198","201","121","256","165"
"0500000US37103","Jones County, North Carolina","3028","108","1529","77","384","77","384","77","0","17","0","17","0","17","1145","17","1145","17","0","17","0","17","0","17","1499","75","137","54","137","54","0","17","0","17","0","17","1362","61","1362","61","0","17","0","17","0","17"
"0500000US37145","Person County, North Carolina","10497","301","5055","131","1223","66","1223","66","0","26","0","26","0","26","3832","122","3820","121","12","16","10","15","2","5","5442","208","1059","160","1059","160","0","26","0","26","0","26","4383","94","4289","133","94","91","42","44","52","49"
"0500000US37019","Brunswick County, North Carolina","13096","383","6315","218","1228","198","1228","198","0","29","0","29","0","29","5087","109","5087","109","0","29","0","29","0","29","6781","255","1168","204","1168","204","0","29","0","29","0","29","5613","129","5574","144","39","56","39","56","0","29"
"0500000US37009","Ashe County, North Carolina","199","50","157","40","22","25","22","25","0","23","0","23","0","23","135","36","125","47","10","22","10","22","0","23","42","32","0","23","0","23","0","23","0","23","0","23","42","32","25","25","17","37","17","37","0","23"
"0500000US37013","Beaufort County, North Carolina","12051","278","5477","156","1384","128","1383","129","1","3","1","3","0","26","4093","117","4054","120","39","33","39","33","0","26","6574","159","1405","86","1405","86","0","26","0","26","0","26","5169","120","5145","121","24","22","24","22","0","26"
"0500000US37107","Lenoir County, North Carolina","22536","727","10408","362","2777","227","2777","227","0","29","0","29","0","29","7631","182","7547","172","84","78","14","22","70","70","12128","446","2395","325","2395","325","0","29","0","29","0","29","9733","192","9620","178","113","74","60","47","53","55"
"0500000US37161","Rutherford County, North Carolina","6455","359","2928","236","484","214","465","210","19","32","0","29","19","32","2444","84","2444","84","0","29","0","29","0","29","3527","308","800","281","750","285","50","76","0","29","50","76","2727","73","2727","73","0","29","0","29","0","29"
"0500000US37109","Lincoln County, North Carolina","4067","250","2041","150","350","103","350","103","0","29","0","29","0","29","1691","90","1643","86","48","44","29","32","19","31","2026","175","316","136","316","136","0","29","0","29","0","29","1710","66","1696","66","14","15","6","10","8","12"
"0500000US37133","Onslow County, North Carolina","27479","980","14515","678","2854","370","2842","370","12","22","12","22","0","29","11661","528","11095","530","566","230","485","197","81","131","12964","559","3194","430","3135","438","59","79","0","29","59","79","9770","301","9336","363","434","216","279","121","155","180"
"0500000US37135","Orange County, North Carolina","16557","513","7530","319","1572","222","1534","225","38","42","38","42","0","29","5958","217","5313","224","645","226","399","165","246","150","9027","294","1479","213","1433","217","46","43","45","43","1","3","7548","183","7058","264","490","191","158","74","332","168"
"0500000US37163","Sampson County, North Carolina","16030","383","7572","210","1809","143","1780","144","29","40","28","40","1","2","5763","129","5617","139","146","59","53","40","93","51","8458","252","1687","170","1659","170","28","40","28","40","0","29","6771","180","6705","179","66","64","57","65","9","13"
"0500000US37197","Yadkin County, North Carolina","1421","193","747","133","225","109","225","109","0","26","0","26","0","26","522","51","504","40","18","28","0","26","18","28","674","87","126","42","126","42","0","26","0","26","0","26","548","76","505","44","43","65","2","6","41","64"
"0500000US37011","Avery County, North Carolina","782","153","673","144","0","19","0","19","0","19","0","19","0","19","673","144","671","142","2","5","0","19","2","5","109","57","24","25","24","25","0","19","0","19","0","19","85","48","73","42","12","19","0","19","12","19"
"0500000US37023","Burke County, North Carolina","5794","221","3422","174","599","123","599","123","0","29","0","29","0","29","2823","152","2823","152","0","29","0","29","0","29","2372","178","323","117","323","117","0","29","0","29","0","29","2049","127","2046","128","3","5","3","5","0","29"
"0500000US37033","Caswell County, North Carolina","7503","186","3749","107","623","66","623","66","0","23","0","23","0","23","3126","72","3117","74","9","15","9","15","0","23","3754","118","702","86","702","86","0","23","0","23","0","23","3052","63","3052","63","0","23","0","23","0","23"
"0500000US37059","Davie County, North Carolina","2305","261","1054","169","243","110","243","110","0","26","0","26","0","26","811","99","806","100","5","8","5","8","0","26","1251","148","165","85","165","85","0","26","0","26","0","26","1086","93","1086","93","0","26","0","26","0","26"
"0500000US37061","Duplin County, North Carolina","14450","329","6522","174","1604","115","1604","115","0","29","0","29","0","29","4918","125","4902","123","16","25","16","25","0","29","7928","181","1582","141","1551","153","31","50","0","29","31","50","6346","82","6315","89","31","43","4","11","27","42"
