"GEO_ID","NAME","B05003D_001E","B05003D_001M","B05003D_002E","B05003D_002M","B05003D_003E","B05003D_003M","B05003D_004E","B05003D_004M","B05003D_005E","B05003D_005M","B05003D_006E","B05003D_006M","B05003D_007E","B05003D_007M","B05003D_008E","B05003D_008M","B05003D_009E","B05003D_009M","B05003D_010E","B05003D_010M","B05003D_011E","B05003D_011M","B05003D_012E","B05003D_012M","B05003D_013E","B05003D_013M","B05003D_014E","B05003D_014M","B05003D_015E","B05003D_015M","B05003D_016E","B05003D_016M","B05003D_017E","B05003D_017M","B05003D_018E","B05003D_018M","B05003D_019E","B05003D_019M","B05003D_020E","B05003D_020M","B05003D_021E","B05003D_021M","B05003D_022E","B05003D_022M","B05003D_023E","B05003D_023M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen"
"0500000US37099","Jackson County, North Carolina","296","97","120","60","40","33","21","32","19","25","0","26","19","25","80","48","22","22","58","46","9","11","49","48","176","64","8","10","8","10","0","26","0","26","0","26","168","62","79","50","89","52","38","35","51","39"
"0500000US37125","Moore County, North Carolina","1313","159","663","89","150","73","48","59","102","78","24","38","78","87","513","53","101","80","412","96","183","81","229","116","650","114","144","66","43","43","101","82","0","29","101","82","506","87","89","62","417","83","241","92","176","107"
"0500000US37155","Robeson County, North Carolina","831","86","422","71","185","39","144","49","41","46","0","29","41","46","237","45","100","33","137","47","104","35","33","23","409","46","51","27","38","22","13","20","13","20","0","29","358","37","126","51","232","51","140","42","92","39"
"0500000US37167","Stanly County, North Carolina","1173","90","673","60","226","48","215","54","11","20","0","29","11","20","447","39","210","46","237","60","171","70","66","52","500","79","128","45","122","43","6","14","6","14","0","29","372","75","118","51","254","45","174","52","80","61"
"0500000US37183","Wake County, North Carolina","69931","906","34311","544","8709","350","6852","379","1857","283","414","145","1443","283","25602","377","3653","479","21949","591","11020","498","10929","589","35620","558","8573","321","6663","365","1910","260","701","217","1209","205","27047","366","3231","363","23816","506","13525","545","10291","502"
"0500000US37199","Yancey County, North Carolina","43","18","2","4","0","19","0","19","0","19","0","19","0","19","2","4","0","19","2","4","2","4","0","19","41","20","19","15","19","15","0","19","0","19","0","19","22","9","11","8","11","10","5","6","6","7"
"0500000US37037","Chatham County, North Carolina","1083","110","511","52","61","49","34","35","27","29","16","25","11","17","450","22","93","81","357","77","280","83","77","69","572","78","49","39","38","31","11","16","11","16","0","29","523","57","77","50","446","66","347","77","99","70"
"0500000US37111","McDowell County, North Carolina","337","91","138","89","46","42","38","46","8","15","8","15","0","26","92","61","19","29","73","39","33","32","40","37","199","76","9","15","0","26","9","15","9","15","0","26","190","69","69","82","121","62","90","47","31","33"
"0500000US37101","Johnston County, North Carolina","1150","249","554","165","140","84","140","84","0","29","0","29","0","29","414","110","51","46","363","115","280","121","83","71","596","151","80","69","20","35","60","63","60","63","0","29","516","119","58","63","458","131","283","100","175","99"
"0500000US37103","Jones County, North Carolina","19","20","8","12","0","17","0","17","0","17","0","17","0","17","8","12","0","17","8","12","8","12","0","17","11","16","0","17","0","17","0","17","0","17","0","17","11","16","0","17","11","16","0","17","11","16"
"0500000US37145","Person County, North Carolina","168","60","119","77","3","4","3","4","0","26","0","26","0","26","116","77","16","27","100","69","91","73","9","16","49","52","0","26","0","26","0","26","0","26","0","26","49","52","0","26","49","52","38","48","11","17"
"0500000US37019","Brunswick County, North Carolina","779","126","355","97","52","45","18","26","34","42","6","13","28","40","303","81","71","50","232","88","105","82","127","71","424","111","52","45","31","28","21","32","21","32","0","29","372","92","49","46","323","75","142","81","181","78"
"0500000US37009","Ashe County, North Carolina","120","46","27","31","0","23","0","23","0","23","0","23","0","23","27","31","7","10","20","22","14","19","6","10","93","48","7","10","7","10","0","23","0","23","0","23","86","52","23","38","63","44","56","47","7","9"
"0500000US37013","Beaufort County, North Carolina","38","39","10","17","0","26","0","26","0","26","0","26","0","26","10","17","0","26","10","17","10","17","0","26","28","30","3","4","1","2","2","3","0","26","2","3","25","29","0","26","25","29","17","26","8","12"
"0500000US37107","Lenoir County, North Carolina","266","128","57","65","25","53","25","53","0","29","0","29","0","29","32","40","10","19","22","37","22","37","0","29","209","124","21","28","21","28","0","29","0","29","0","29","188","113","24","39","164","122","140","121","24","44"
"0500000US37161","Rutherford County, North Carolina","293","148","86","81","34","49","0","29","34","49","34","49","0","29","52","40","2","18","50","34","50","34","0","29","207","109","74","86","46","73","28","47","28","47","0","29","133","57","40","49","93","60","93","60","0","29"
"0500000US37109","Lincoln County, North Carolina","556","119","263","124","158","97","124","83","34","49","34","49","0","29","105","85","25","33","80","67","33","41","47","63","293","98","27","42","27","42","0","29","0","29","0","29","266","87","25","40","241","97","227","103","14","27"
"0500000US37133","Onslow County, North Carolina","4045","419","1553","214","279","132","225","119","54","74","0","29","54","74","1274","173","569","142","705","180","490","143","215","149","2492","280","497","180","426","160","71","79","17","27","54","74","1995","191","392","166","1603","248","1154","256","449","197"
"0500000US37135","Orange County, North Carolina","11106","394","5318","193","1455","137","1017","248","438","219","239","214","199","96","3863","118","795","155","3068","174","1568","220","1500","234","5788","282","1221","184","803","190","418","133","221","116","197","85","4567","166","1048","165","3519","217","1838","280","1681","284"
"0500000US37163","Sampson County, North Carolina","374","17","146","18","24","14","22","15","2","4","0","29","2","4","122","12","12","13","110","17","53","22","57","22","228","17","76","14","76","14","0","29","0","29","0","29","152","11","12","12","140","16","82","24","58","21"
"0500000US37197","Yadkin County, North Carolina","39","37","16","25","0","26","0","26","0","26","0","26","0","26","16","25","16","25","0","26","0","26","0","26","23","26","0","26","0","26","0","26","0","26","0","26","23","26","18","25","5","9","5","9","0","26"
"0500000US37011","Avery County, North Carolina","149","86","73","44","4","6","4","6","0","19","0","19","0","19","69","43","22","22","47","40","17","20","30","35","76","63","12","13","6","11","6","8","6","8","0","19","64","61","28","44","36","43","36","43","0","19"
"0500000US37023","Burke County, North Carolina","3256","124","1660","73","494","66","467","70","27","33","10","16","17","19","1166","41","486","83","680","86","577","76","103","60","1596","113","465","58","355","98","110","88","85","85","25","31","1131","98","476","109","655","120","491","128","164","69"
"0500000US37033","Caswell County, North Carolina","151","23","54","20","8","12","8","12","0","23","0","23","0","23","46","22","6","11","40","23","16","15","24","28","97","20","16","18","16","18","0","23","0","23","0","23","81","24","6","11","75","25","40","32","35","29"
"0500000US37059","Davie County, North Carolina","292","80","149","78","60","45","21","33","39","37","22","36","17","27","89","63","20","32","69","50","69","50","0","26","143","66","78","77","33","53","45","72","45","72","0","26","65","55","0","26","65","55","34","39","31","43"
"0500000US37061","Duplin County, North Carolina","164","72","56","70","22","39","0","29","22","39","0","29","22","39","34","36","12","21","22","27","4","8","18","26","108","73","27","42","0","29","27","42","0","29","27","42","81","61","0","29","81","61","0","29","81","61"
"0500000US37063","Durham County, North Carolina","15063","443","7250","276","972","176","665","169","307","136","51","48","256","126","6278","171","1170","200","5108","256","2050","277","3058","290","7813","257","1070","152","723","158","347","121","117","90","230","99","6743","178","1524","341","5219","351","2292","285","2927","371"
"0500000US37105","Lee County, North Carolina","644","112","271","138","82","51","23","24","59","51","25","32","34","42","189","106","7","13","182","108","152","78","30","46","373","116","80","51","70","49","10","14","10","14","0","29","293","82","64","72","229","88","149","94","80","65"
"0500000US37129","New Hanover County, North Carolina","3010","325","1422","215","359","157","180","95","179","110","116","93","63","68","1063","127","554","150","509","131","321","111","188","98","1588","237","245","130","160","100","85","68","34","36","51","62","1343","175","226","151","1117","241","882","237","235","105"
"0500000US37191","Wayne County, North Carolina","1597","168","723","82","151","66","101","52","50","54","7","12","43","51","572","35","178","80","394","83","168","64","226","91","874","122","136","76","130","77","6","13","6","13","0","29","738","66","59","52","679","76","305","84","374","87"
"0500000US37165","Scotland County, North Carolina","274","83","124","56","42","36","42","36","0","26","0","26","0","26","82","43","17","22","65","32","54","29","11","17","150","40","20","17","20","17","0","26","0","26","0","26","130","29","18","25","112","33","56","33","56","37"
"0500000US37083","Halifax County, North Carolina","395","71","213","58","84","46","40","53","44","43","0","29","44","43","129","25","23","18","106","30","69","30","37","26","182","55","39","44","8","15","31","42","0","29","31","42","143","30","22","22","121","39","52","31","69","37"
