CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian,cvap.all_races(count),cvap.black_aa(count),cvap.white(count),pct_cvap.black_aa(%),pct_cvap.white(%),pct_cvap.all_races.within_state(%),land.area(square_miles),cvap.density(count/squaremiles),registered_within_county_cvap.democrats(%),registered_within_county_cvap.republicans(%),registered_within_county_cvap.libertarians(%),registered_within_county_cvap.green(%),registered_within_county_cvap.constitution(%),registered_within_county_cvap.unaffiliated(%),registered_within_county_cvap.total(%),pct_registered.within_race_cvap.black_aa(%),pct_registered.among_all_races_cvap.black_aa(%),pct_registered.among_registered.black_aa(%),pct_registered.within_race_cvap.white(%),pct_registered.among_all_races_cvap.white(%),pct_registered.among_registered.white(%),most_registrants(party),most_registered(%)
RICHMOND,13914,6194,86,10,19,8136,16962,9357,395,1645,400,12614,15109,636,28359,2020-05-23,,33586,10705,20919,31.87339963079855,62.284880605013996,0.453057870838443,479.52216796875,70.04055754558728,41.42797594235694,18.442208062883346,0.2560590722324778,0.029774310724706723,0.056571190376942776,24.22437920562139,84.4369677841958,87.4077533862681,27.85982254510808,32.99481646038295,81.08418184425642,50.503185851247544,59.81169998942135,democrats,41.42797594235694
ROBESON,43082,10090,200,13,62,20651,21200,20540,26017,6341,1692,32596,40473,1029,74098,2020-05-23,,95509,24081,28303,25.213330680878244,29.633856495199407,1.288367301432408,950.2998046875,100.50407200852527,45.10779088881676,10.564449423614528,0.20940434932833554,0.01361128270634181,0.06491534829178403,21.62204608989729,77.58221738265503,85.29546115194552,21.50582667602006,27.720046425004725,74.90372045366216,22.196861028803568,28.61075872493185,democrats,45.10779088881676
ROCKINGHAM,19794,21475,260,12,28,17016,43015,11285,106,4179,906,26791,31710,84,58585,2020-05-23,,70659,13518,53939,19.131320850847025,76.33705543525949,0.9531535787403546,571.95791015625,123.53881071545467,28.013416549908715,30.392448237308766,0.36796444897323766,0.016982974567995586,0.039626940658656365,24.081857937417738,82.9122970888351,83.48128421364108,15.971072333319182,19.26260988307587,79.74749253786685,60.87688758686084,73.42323120252624,republicans,30.392448237308766
ROWAN,24762,38402,423,30,50,28670,68850,15568,182,7737,2095,41193,47073,4071,92337,2020-05-23,,104212,16806,81410,16.126741642037384,78.11960234905769,1.405766296546651,523.566357421875,199.04258270748463,23.761179134840518,36.84988293094845,0.405903350861705,0.028787471692319502,0.04797911948719917,27.511227113960004,88.6049591217902,92.63358324407949,14.938778643534334,16.859980289591388,84.57191991155878,66.06724753387326,74.56382598524968,republicans,36.84988293094845
RUTHERFORD,12238,17446,213,11,20,13719,36578,4193,66,2810,636,19504,22540,1603,43647,2020-05-23,,51906,5171,44887,9.96223943282087,86.47747851886102,0.700185251108802,565.29853515625,91.82051035326502,23.577235772357724,33.61075790852695,0.41035718414056177,0.02119215504951258,0.038531190999113785,26.4304704658421,84.08854467691596,81.08683040030942,8.078064192964204,9.60661672050771,81.48907255998395,70.4696952182792,83.8041560702912,republicans,33.61075790852695
SAMPSON,14215,13759,133,5,20,7947,21524,10506,525,3524,1998,15871,19363,845,36079,2020-05-23,,43220,12432,26491,28.76446089773253,61.29338269319759,0.5830155772535434,946.66669921875,45.65492800757428,32.88986580286904,31.834798704303562,0.3077279037482647,0.01156871818602499,0.04627487274409996,18.387320684868115,83.47755668671911,84.50772200772201,24.308190652475705,29.119432356772638,81.25023592918349,49.80101804720037,59.65797278195072,democrats,32.88986580286904
SCOTLAND,11178,3725,66,7,18,6208,9752,8428,1592,1430,187,8926,11498,778,21202,2020-05-23,,26700,10244,12615,38.36704119850187,47.247191011235955,0.36016927146389655,320.92919921875,83.19592005026907,41.86516853932584,13.95131086142322,0.24719101123595505,0.026217228464419477,0.06741573033707865,23.250936329588015,79.40823970037454,82.27254978524014,31.56554307116105,39.75096688991604,77.30479587792311,36.52434456928839,45.99566078671823,democrats,41.86516853932584
STANLY,9601,18883,152,13,28,12534,33411,4353,83,3364,452,18456,20787,1968,41211,2020-05-23,,46749,5098,39737,10.905046097242721,85.00074867911613,0.6306199727215618,404.51025390625,115.56938186005695,20.537337697063037,40.392307856852554,0.32514064471967313,0.027808081456287836,0.059894329290466106,26.811268690239363,88.15375729962138,85.38642604943115,9.311429121478534,10.562713838538254,84.08032815763646,71.46890842584868,81.07301448642353,republicans,40.392307856852554
STOKES,6366,15216,152,9,13,8380,27159,1209,55,1713,312,14233,15779,124,30136,2020-05-23,,36508,1552,33987,4.251123041525145,93.09466418319272,0.4924741484121324,455.94013671875,80.07191527979083,17.437274022132137,41.67853621124137,0.41634710200504,0.024652131039772103,0.03560863372411526,22.953873123698916,82.54629122384135,77.89948453608247,3.3116029363427195,4.011813113883727,79.90996557507282,74.39191410101895,90.12144942925404,republicans,41.67853621124137
SURRY,11357,19660,133,9,14,13444,39309,1746,53,3509,1452,19986,23052,1579,44617,2020-05-23,,54351,2063,49243,3.795698331217457,90.60182885319497,0.7331670439451027,539.414306640625,100.75928526717844,20.895659693473903,36.17228753840776,0.2447057091865835,0.016559032952475575,0.025758495703850894,24.73551544589796,82.09048591562252,84.63402811439651,3.2124523927802615,3.913306587175292,79.82657433543854,72.32433625876249,88.10318936728153,republicans,36.17228753840776
SWAIN,3369,2669,39,5,0,3407,7511,115,1501,362,60,4439,4961,89,9489,2020-05-23,,10868,40,7358,0.368052999631947,67.70334928229666,0.14660373192021078,539.98115234375,20.12662840698831,30.999263894000737,24.558336400441664,0.3588516746411483,0.04600662495399337,0.0,31.348914243651087,87.31137283768862,287.5,1.0581523739418477,1.2119296026978608,102.07936939385702,69.11115200588885,79.1548108335968,unaffiliated,31.348914243651087
TRANSYLVANIA,6166,8104,119,3,5,10777,22855,832,46,1441,189,11301,13024,849,25174,2020-05-23,,27373,1165,25613,4.256018704562891,93.57030650641143,0.36924769542251834,380.3008544921875,71.9772245491032,22.525846637197237,29.605815950023747,0.43473495780513643,0.010959704818616885,0.018266174697694808,39.37091294341139,91.96653636795382,71.41630901287553,3.0394914696964164,3.304997219353301,89.23203060945613,83.49468454316298,90.7881147215381,unaffiliated,39.37091294341139
TYRRELL,1176,372,9,0,2,699,1423,689,7,139,35,1025,1168,65,2258,2020-05-23,,3507,1379,2013,39.321357285429144,57.39948674080411,0.04730762677992079,609.025537109375,5.758379224367692,33.532934131736525,10.607356715141146,0.2566295979469632,0.0,0.057028799543769604,19.931565440547477,64.38551468491588,49.963741841914434,19.64642144282863,30.513728963684677,70.69051167411823,40.57599087539207,63.020372010628876,democrats,33.532934131736525
UNION,38626,65240,857,40,77,54669,119563,19028,418,20500,6624,71881,79876,7752,159509,2020-05-23,,153647,18818,121666,12.247554459247496,79.18540550742937,2.0726190281877646,639.63310546875,240.21114399230638,25.139443008975118,42.460965720124705,0.5577720359004732,0.026033700625459656,0.05011487370400984,35.58090948733135,103.81523882666112,101.11595281113827,12.384231387531159,11.929107448482531,98.27149737806782,77.81668369704583,74.9568989837564,republicans,42.460965720124705
VANCE,18047,4333,73,8,22,6073,11611,14902,53,1990,575,12144,15410,1002,28556,2020-05-23,,32480,16566,14709,51.00369458128079,45.28633004926108,0.4381384995186277,269.88193359375,120.34892283264782,55.5634236453202,13.34051724137931,0.22475369458128078,0.024630541871921183,0.06773399014778325,18.697660098522167,87.91871921182266,89.95533019437401,45.88054187192118,52.18517999719849,78.9380651301924,35.74815270935961,40.66045664658916,democrats,55.5634236453202
WAKE,277867,184104,5347,266,327,291066,482326,143881,1904,130866,28227,329980,378189,50808,758977,2020-05-23,,719849,153556,487769,21.331695952901235,67.75990520234105,9.710392879925635,856.2427734375,840.7066574238879,38.60073432067003,25.575363722113945,0.7427946694376182,0.03695219414071562,0.04542619354892485,40.43431330737418,105.43558440728542,93.69936700617365,19.987664079550015,18.95722795288922,98.8841029257702,67.00377440268723,63.54948832441563,unaffiliated,40.43431330737418
WARREN,8540,1910,43,0,3,2534,5136,6702,544,648,72,5753,6902,375,13030,2020-05-23,,16097,8113,6661,50.4006957818227,41.38038143753494,0.2171402532866795,443.387939453125,36.30455086318778,53.053363980866,11.86556501211406,0.26713052121513325,0.0,0.018637013108032553,15.742063738584829,80.94676026588806,82.60815974362134,41.635087283344724,51.43514965464313,77.10553970875245,31.906566440951732,39.416730621642365,democrats,53.053363980866
WASHINGTON,5169,1148,19,0,0,1759,3672,4015,10,398,49,3504,4410,181,8095,2020-05-23,,9410,4367,4630,46.40807651434644,49.20297555791711,0.12693606159083395,414.98466796875,22.675536535023532,54.93092454835281,12.199787460148778,0.20191285866099895,0.0,0.0,18.692879914984058,86.02550478214665,91.93954659949623,42.66737513283741,49.59851760345892,79.30885529157668,39.02231668437832,45.36133415688697,democrats,54.93092454835281
WATAUGA,11955,13349,482,16,14,19431,40755,990,75,3427,1205,20490,23556,1201,45247,2020-05-23,,46205,804,43474,1.7400714208419001,94.0893842657721,0.6232816924340576,312.556591796875,147.82922905055162,25.8738231793096,28.890812682610107,1.043177145330592,0.034628286981928366,0.03029975110918732,42.05389027161563,97.92663131695704,123.13432835820896,2.1426252570068174,2.1879903640020335,93.74568707733359,88.20473974678065,90.07226998475036,unaffiliated,42.05389027161563
WAYNE,29362,23852,355,19,42,19244,41132,24156,139,7447,2341,31384,37912,3578,72874,2020-05-23,,87849,28672,53400,32.637821716809526,60.78612164054229,1.1850378400311554,556.983203125,157.7228891412092,33.423260367221026,27.15113433277556,0.40410249405229426,0.021628020808432652,0.047809309155482704,21.905770128288314,82.95370465230111,84.24944196428571,27.49718266571048,33.147624667233856,77.02621722846442,46.82125009960273,56.44262700002744,democrats,33.423260367221026
WILKES,8235,21885,142,6,13,11158,37823,1625,44,1947,724,19047,21136,1256,41439,2020-05-23,,52320,2204,48518,4.212538226299694,92.73318042813456,0.7057698982393658,758.897412109375,68.94212467344593,15.739678899082568,41.82912844036697,0.2714067278287462,0.011467889908256881,0.02484709480122324,21.32645259938838,79.20298165137615,73.72958257713249,3.1058868501529053,3.921426675354135,77.95663465105734,72.29166666666667,91.27392070271966,republicans,41.82912844036697
WILSON,27431,13442,184,8,34,14239,27417,22904,104,4913,1400,23661,29712,1965,55338,2020-05-23,,59290,24449,31481,41.236296171361104,53.09664361612413,0.7997916144230122,374.2048095703125,158.44264553435545,46.26581210996795,22.67161410018553,0.31033901163771294,0.013493000505987519,0.05734525215044695,24.015854275594535,93.33445775004216,93.68072313796065,38.63046044864227,41.389280422133076,87.09062609192847,46.24219935908248,49.54461671907188,democrats,46.26581210996795
YADKIN,3505,13227,100,9,10,6683,21189,731,28,1586,748,10859,11935,740,23534,2020-05-23,,28312,1011,25998,3.570923989827635,91.82678722803051,0.3819143226099565,337.722802734375,83.8320651456511,12.379909578977113,46.71870584910992,0.35320712065555243,0.03178864085899972,0.03532071206555524,23.604831873410568,83.1237637750777,72.30464886251237,2.581944051992088,3.106144301861137,81.50242326332796,74.841056795705,90.03569303985722,republicans,46.71870584910992
YANCEY,4465,4843,51,1,4,4068,12714,80,19,619,76,6227,6790,415,13432,2020-05-23,,14020,117,13559,0.8345221112696148,96.71184022824536,0.18912259123310224,313.0384521484375,44.78683019219618,31.847360912981454,34.5435092724679,0.3637660485021398,0.007132667617689016,0.028530670470756064,29.015691868758918,95.80599144079886,68.37606837606837,0.5706134094151213,0.5955926146515783,93.7679769894535,90.68473609129815,94.65455628350209,republicans,34.5435092724679
ALAMANCE,37238,34362,575,22,52,33044,70300,21315,261,13417,4180,44282,54330,6681,105293,2020-08-29,0.0,115973,23370,84558,20.151242099454183,72.91179843584283,1.5644161393064597,434.573486328125,266.8662577183425,32.10919783052952,29.629310270493995,0.495805058073862,0.018969932656739068,0.044838022643201435,28.492838850422082,90.7909599648194,91.20667522464699,18.379277935381513,20.243510964641523,83.13820099813147,60.61755753494348,66.76607181863942,democrats,32.10919783052952
ALEXANDER,5109,11180,100,2,19,7656,21523,925,36,1582,345,11114,11957,995,24066,2020-08-29,0.0,28629,1760,25940,6.1476125606902094,90.60742603653638,0.3861904896157264,263.5015380859375,108.6483221614556,17.845541234412657,39.05131160711167,0.3492961682210346,0.006985923364420692,0.06636627196199657,26.74211463900241,84.0616158440742,52.55681818181818,3.23098955604457,3.8435967755339484,82.9722436391673,75.17901428621327,89.43322529709964,republicans,39.05131160711167
ALLEGHANY,2133,2803,31,4,2,2327,6667,74,8,551,186,3331,3609,360,7300,2020-08-29,0.0,8638,192,8104,2.2227367446168094,93.8180134290345,0.11652217853577297,234.3843994140625,36.853988668162785,24.693216022227368,32.44964112062978,0.35887937022458904,0.0463070155128502,0.0231535077564251,26.9391062746006,84.51030331095161,38.541666666666664,0.8566797869877286,1.0136986301369864,82.2680157946693,77.18221810604307,91.32876712328768,republicans,32.44964112062978
ANSON,10016,2671,30,8,22,3509,6707,6800,28,2721,85,6247,7555,2454,16256,2020-08-29,0.0,19935,9655,9348,48.432405317281166,46.89240030097818,0.2689128998738868,536.82509765625,37.13499999727128,50.24329069475797,13.398545272134436,0.1504890895410083,0.040130423877602205,0.11035866566340607,17.602207173313268,81.54502131928768,70.42982910409114,34.11086029596188,41.830708661417326,71.7479674796748,33.64434411838475,41.25861220472441,democrats,50.24329069475797
ASHE,4504,8412,78,3,10,5841,17661,107,22,1058,220,8587,9601,660,18848,2020-08-29,0.0,21275,177,20526,0.8319623971797885,96.47943595769682,0.2869888108761947,427.957763671875,49.71284973886355,21.17038777908343,39.53936545240893,0.36662749706227965,0.01410105757931845,0.04700352526439483,27.45475910693302,88.59224441833138,60.451977401129945,0.5029377203290247,0.5676994906621392,86.04209295527623,83.0129259694477,93.70224957555179,republicans,39.53936545240893
AVERY,1385,6931,56,5,5,3532,11049,77,19,769,90,5421,6025,468,11914,2020-08-29,0.0,14402,744,12900,5.165949173725871,89.57089293153729,0.19427557481734226,247.4388916015625,58.204269776599084,9.616719900013887,48.12526038050271,0.3888348840438828,0.03471740036106096,0.03471740036106096,24.524371615053465,82.72462158033606,10.349462365591398,0.5346479655603389,0.6462984723854289,85.65116279069767,76.71851131787251,92.73963404398187,republicans,48.12526038050271
BEAUFORT,11798,11520,105,15,15,9685,22914,7665,42,2517,477,14319,16920,1899,33138,2020-08-29,0.0,36615,9262,25858,25.29564386180527,70.62133005598798,0.4939175233951525,958.3943359375,38.20452461687731,32.22176703536802,31.462515362556328,0.2867677181482999,0.04096681687832855,0.04096681687832855,26.450908097774136,90.50389184760344,82.75750377888146,20.93404342482589,23.130544993662863,88.61474205274963,62.5809094633347,69.14720260727866,democrats,32.22176703536802
BERTIE,8590,1500,31,2,2,2790,4554,7664,19,678,38,5501,6902,512,12915,2020-08-29,0.0,16024,9752,5808,60.85871193210185,36.24563155267099,0.2161555208216284,741.2837890625,21.61655257599187,53.607089365951076,9.360958562156766,0.19345981028457315,0.012481278082875686,0.012481278082875686,17.411382925611584,80.59785322016974,78.5890073831009,47.82825761357963,59.341850561362754,78.4090909090909,28.419870194707936,35.26132404181185,democrats,53.607089365951076
BLADEN,10713,4620,61,4,7,6900,12603,7956,397,1349,438,9972,11745,588,22305,2020-08-29,0.0,25522,9099,15246,35.651594702609515,59.736697750959955,0.34427865716485273,887.71806640625,28.75011894634604,41.97555050544628,18.102029621503018,0.23900948201551603,0.01567275291905023,0.027427317608337904,27.03549878536165,87.39518846485385,87.4381800197824,31.173105555990908,35.66913248150639,82.66430539157813,49.38092625969752,56.503026227303295,democrats,41.97555050544628
BRUNSWICK,26466,42686,505,23,37,39631,90657,8621,329,9741,1384,47566,54753,7029,109348,2020-08-29,0.0,103762,10700,88965,10.312060291821668,85.73948073475839,1.3996960279264732,896.3173828125,115.76479714630939,25.50644744704227,41.138374356700915,0.4866906960158825,0.022166110907654055,0.035658526242747825,38.19413658179295,105.38347371870242,80.57009345794393,8.308436614560243,7.884003365402202,101.90187152250886,87.37013550239972,82.90686615210154,republicans,41.138374356700915
BUNCOMBE,75881,45753,1540,196,94,77763,168319,10693,386,21829,4005,86990,102420,11817,201227,2020-08-29,0.0,198618,12052,175761,6.067929392099407,88.49197957889012,2.6792546951167115,659.67060546875,301.08663074181646,38.204493046954454,23.035676524786272,0.7753577218580391,0.09868189187284133,0.047327029775750436,39.152040600549796,101.31357681579716,88.72386325921009,5.383701376511696,5.31389922823478,95.7658411137852,84.74508856196317,83.64632976688019,unaffiliated,39.152040600549796
BURKE,15251,21295,298,30,39,19170,47860,3195,81,4947,968,25313,28240,2530,56083,2020-08-29,0.0,70327,4872,60714,6.927638033756594,86.3309966300283,0.9486750694472453,513.1185546875,137.05799440994804,21.68583900919988,30.279977817907774,0.4237348386821562,0.04265786966598888,0.055455230565785545,27.258378716566895,79.74604348258848,65.57881773399015,4.543063119427816,5.696913503200613,78.82860625226472,68.05352140714093,85.3378028992743,republicans,30.279977817907774
