CountyName,Democrats,Republicans,Libertarians,Green,Constitution,Unaffiliated,White,Black,AmericanIndian,Other,Hispanic,Male,Female,UnDisclosedGender,Total,date,cvap_all_races,Democrats_pct,Republicans_pct,Libertarians_pct,Green_pct,Constitution_pct,Unaffiliated_pct,Total_pct
COLUMBUS,17061,8139,78,3,11,9800,21919,10742,939,1492,308,15663,18766,663,35092,2020-03-14,43010,39.667519181585675,18.923506161357825,0.1813531736805394,0.006975122064636131,0.02557544757033248,22.785398744478027,81.59032783073704
CRAVEN,21358,24782,410,27,29,22425,48622,14623,164,5622,1621,30280,36515,2236,69031,2020-03-14,78104,27.34559049472498,31.72948888661272,0.5249411041688006,0.03456929222575028,0.03712998053876882,28.71171770972037,88.3834374679914
CUMBERLAND,92304,47694,1316,47,113,68073,88787,85947,2279,32534,12148,86290,108536,14721,209547,2020-03-14,241269,38.25771234597068,19.767976822550764,0.5454492703165347,0.01948033108273338,0.046835689624444087,28.214565484998072,86.85201994454323
CURRITUCK,3562,7977,175,10,9,8526,18098,1076,46,1039,152,9604,10153,502,20259,2020-03-14,19843,17.950914680239883,40.20057450990274,0.8819230963060021,0.050395605503200123,0.045356044952880106,42.967293252028426,102.09645718893313
DARE,8009,9602,221,11,10,11858,27621,573,36,1481,262,13811,15216,684,29711,2020-03-14,27770,28.840475333093266,34.57688152682751,0.7958228303925099,0.03961109110550954,0.036010082823190494,42.70075621173929,106.98955707598128
DAVIDSON,23393,50514,481,22,42,32236,88188,10102,248,8150,2124,48044,54768,3876,106688,2020-03-14,122830,19.04502157453391,41.125132296670195,0.3915981437759505,0.017910933810958235,0.03419360091182936,26.244402833184076,86.85825938288691
DAVIE,5008,15237,135,6,14,9313,25574,1864,35,2240,548,13578,15124,1011,29713,2020-03-14,31801,15.747932454954247,47.91358762303072,0.4245149523599887,0.018867331215999497,0.04402377283733216,29.285242602433886,93.43416873683218
DUPLIN,12435,8253,105,3,18,8417,17889,8382,49,2911,1614,12700,15242,1289,29231,2020-03-14,39263,31.67103889157731,21.019789623818863,0.26742734890354786,0.007640781397244225,0.04584468838346535,21.43748567353488,74.4492270076153
DURHAM,124345,25886,1139,108,54,76601,109598,78781,574,39180,9357,93684,118850,15599,228133,2020-03-14,213778,58.165480077463535,12.108823171701484,0.5327957039545697,0.05051969800447193,0.025259849002235966,35.83203135963476,106.71490985976106
EDGECOMBE,23241,5890,78,6,14,5428,12167,20839,72,1579,428,14665,19244,748,34657,2020-03-14,40298,57.67283736165567,14.6161099806442,0.19355799295250384,0.014889076380961834,0.03474117822224428,13.46965109931014,86.00178668916571
FORSYTH,101918,73321,1393,87,111,80500,159239,68501,510,29080,10385,109139,134673,13518,257330,2020-03-14,265476,38.39066431617171,27.618692461842127,0.5247178652684235,0.03277132396148805,0.041811689192243366,30.32289171149181,96.9315493679278
FRANKLIN,16649,13668,237,16,29,13334,28472,10924,129,4408,1096,19237,21989,2707,43933,2020-03-14,48112,34.60467243099435,28.408713002993018,0.49260059860325905,0.03325573661456601,0.0602760226139009,27.71449950116395,91.31401729298304
GASTON,41114,53895,829,35,86,44247,102893,23779,320,13214,3874,61128,72864,6214,140206,2020-03-14,160890,25.554105289328113,33.49804214059295,0.5152588725215986,0.021753993411647708,0.05345266952576294,27.501398471005036,87.14401143638511
GATES,3833,1756,29,0,2,2280,4898,2575,16,411,41,3538,4028,334,7900,2020-03-14,9142,41.927368190767886,19.208050754758258,0.3172172391161671,0.0,0.021877050973528767,24.939838109822794,86.41435134543863
GRAHAM,1498,2688,26,0,2,1596,5402,4,268,136,19,2764,2976,70,5810,2020-03-14,6748,22.199170124481327,39.83402489626556,0.38529934795494963,0.0,0.02963841138114997,23.651452282157678,86.09958506224066
GRANVILLE,17365,9444,154,8,16,10746,22688,11906,77,3062,791,16173,19108,2452,37733,2020-03-14,45207,38.41219280199969,20.89057004446214,0.34065520826420687,0.017696374455283475,0.03539274891056695,23.770654987059526,83.46716216515142
GREENE,5667,2233,21,5,4,3103,6179,4030,10,814,421,4893,5901,239,11033,2020-03-14,15373,36.863331815520716,14.525466727379172,0.13660313536720223,0.032524556039810054,0.026019644831848047,20.18473947830612,71.76868535744487
GUILFORD,160445,90508,2050,123,146,111275,196082,124964,977,42524,10736,156113,196091,12343,364547,2020-03-14,377164,42.53985003870995,23.996988047639753,0.5435301354318015,0.032611808125908096,0.038709951108801474,29.503080887889617,96.65477086890583
HALIFAX,22981,4563,97,8,5,8838,14214,19433,1069,1776,255,15837,19757,898,36492,2020-03-14,40163,57.21933122525708,11.361203097378183,0.24151582302118865,0.019918830764634115,0.012449269227896322,22.00532828722954,90.85974653287852
HARNETT,24681,26792,541,22,46,23469,48664,16493,452,9942,3623,32577,38925,4049,75551,2020-03-14,91068,27.101726182632756,29.419774234637853,0.594061580357535,0.02415777221416963,0.05051170553871832,25.77085254974305,82.96108402512408
HAYWOOD,14461,14079,276,11,19,14591,40989,458,101,1889,391,19849,22777,811,43437,2020-03-14,48576,29.769845191040844,28.98344861660079,0.5681818181818182,0.022644927536231884,0.03911396574440053,30.037467061923582,89.42070158102767
HENDERSON,17043,30690,485,29,31,34316,73681,2367,144,6402,2010,36457,43302,2835,82594,2020-03-14,87030,19.58290244743192,35.263702171664946,0.5572790991612088,0.03332184304262898,0.03561990118349994,39.430081581064,94.9029070435482
HERTFORD,10192,1407,33,4,7,2921,4660,9169,90,645,101,6160,8113,291,14564,2020-03-14,18989,53.67317920901574,7.409552899046816,0.17378482279214283,0.02106482700510822,0.036863447258939384,15.382589920480278,76.69703512559903
HOKE,13767,6489,225,9,26,9917,12693,12043,1947,3750,1989,13368,16446,619,30433,2020-03-14,36475,37.74366004112406,17.79026730637423,0.6168608636052091,0.02467443454420836,0.07128169979437972,27.188485263879368,83.43522960932145
HYDE,1563,530,16,1,0,933,2269,641,1,132,35,1386,1570,87,3043,2020-03-14,4052,38.57354392892399,13.079960513326752,0.39486673247778875,0.024679170779861797,0.0,23.025666337611057,75.09871668311945
IREDELL,28187,50284,641,34,43,42094,97341,13574,212,10156,3213,55137,61783,4363,121283,2020-03-14,125492,22.461192745354285,40.06948650113154,0.5107895324004718,0.02709336053294234,0.034265132438721195,33.54317406687279,96.64600133873076
JACKSON,9489,7672,198,9,6,10665,23591,665,1380,2403,585,12368,14315,1356,28039,2020-03-14,34210,27.73750365390237,22.42619117217188,0.5787781350482315,0.026308097047646885,0.017538731365097926,31.17509500146156,81.96141479099678
JOHNSTON,38028,50586,841,31,97,42461,95864,21359,371,14450,5648,59242,68545,4257,132044,2020-03-14,131255,28.97261056721649,38.540246085863394,0.6407374957144489,0.023618147880080757,0.07390194659251076,32.35000571406803,100.60111995733496
JONES,3122,1941,24,1,1,2011,4403,2285,15,397,73,3225,3643,232,7100,2020-03-14,7626,40.93889325990034,25.452399685287176,0.3147128245476003,0.013113034356150013,0.013113034356150013,26.370312090217677,93.1025439286651
LEE,13448,10508,211,4,18,12104,24160,7345,137,4651,2616,15718,19019,1556,36293,2020-03-14,41586,32.337805992401286,25.268119078536046,0.5073822921175396,0.009618621651517337,0.04328379743182802,29.105949117491463,87.27215889962969
LENOIR,18487,9623,112,2,10,8759,19245,15511,64,2173,628,15845,19860,1288,36993,2020-03-14,42517,43.481430957028955,22.63329962132794,0.26342404214784676,0.00470400075264012,0.0235200037632006,20.601171296187406,87.00754992120798
LINCOLN,12206,26427,300,12,29,18734,49979,3123,83,4523,1455,26469,28869,2370,57708,2020-03-14,61892,19.72145026820914,42.69857170555161,0.4847153105409423,0.019388612421637693,0.04685581335229109,30.268855425580043,93.23983713565566
MACON,5868,10831,147,14,14,8788,24353,182,50,1077,342,11825,13582,255,25662,2020-03-14,26906,21.809261874674792,40.254961718575785,0.5463465398052479,0.05203300379097599,0.05203300379097599,32.661859808221216,95.37649594885899
MADISON,5854,4329,113,10,5,6036,15168,176,27,976,166,7556,8074,717,16347,2020-03-14,17302,33.834238816321815,25.020228875274533,0.6531036874349786,0.05779678649867068,0.02889839324933534,34.88614033059762,94.48040688937695
MARTIN,8927,3241,38,2,6,3789,8647,6811,29,516,127,7052,8739,212,16003,2020-03-14,18005,49.58067203554568,18.000555401277424,0.21105248542071647,0.011108025548458762,0.03332407664537628,21.044154401555122,88.88086642599278
MCDOWELL,6950,11321,154,8,10,9574,26549,799,25,644,374,13270,14747,0,28017,2020-03-14,34704,20.02650991240203,32.62159981558322,0.4437528815122176,0.023052097740894423,0.02881512217611803,27.5875979714154,80.73132780082987
MECKLENBURG,321975,164070,5066,231,325,254201,397360,238922,2030,107556,35341,323698,389246,32924,745868,2020-03-14,709447,45.38393988557285,23.126463287602878,0.7140773024623404,0.0325605718256614,0.04581032832614698,35.83086544872274,105.13371682451262
MITCHELL,1049,6202,34,1,3,3123,9831,31,9,541,96,4854,5277,281,10412,2020-03-14,11930,8.792958927074602,51.98658843252305,0.28499580888516346,0.008382229673093043,0.025146689019279127,26.17770326906957,87.27577535624476
MONTGOMERY,6280,5218,73,1,17,4433,11440,3190,42,1350,599,7368,8225,429,16022,2020-03-14,19440,32.30452674897119,26.84156378600823,0.37551440329218105,0.0051440329218107,0.0874485596707819,22.80349794238683,82.41769547325103
MOORE,15890,28363,434,16,32,24380,56459,7919,310,4427,1260,30962,36973,1180,69115,2020-03-14,73101,21.7370487407833,38.79974282157563,0.5936991286028919,0.021887525478447627,0.04377505095689525,33.351116947784575,94.54727021518174
NASH,31480,18700,232,8,38,15339,34587,26370,326,4514,1338,28826,35151,1820,65797,2020-03-14,70634,44.56777189455503,26.474502364300477,0.3284537191720701,0.011325990316278279,0.053798454002321826,21.716170682674065,93.15202310502025
NEW HANOVER,50740,52399,1246,59,71,63556,131454,20582,384,15651,3106,72373,85094,10604,168071,2020-03-14,176835,28.693414765176577,29.631577459213393,0.704611643622586,0.03336443577346113,0.040150422710436284,35.94084881386603,95.04396754036249
NORTHAMPTON,9083,1389,26,4,3,2963,5204,7744,33,487,48,5887,7149,432,13468,2020-03-14,16290,55.758133824432164,8.52670349907919,0.1596071209330878,0.024554941682013505,0.01841620626151013,18.189073050951503,82.67648864333947
ONSLOW,24805,39506,1084,41,81,41003,74654,18282,372,13212,5714,46502,55631,4387,106520,2020-03-14,144189,17.203115355540298,27.398761347953034,0.7517910520219989,0.028434901414116195,0.05617626864740029,28.436982016658693,73.87526094223554
ORANGE,51478,14808,671,38,26,43447,78214,12185,265,19804,3831,46601,55885,7982,110468,2020-03-14,104618,49.20568162266532,14.154352023552352,0.641381024297922,0.03632262134623105,0.024852319868473877,41.52918235867633,105.59177197040663
PAMLICO,3240,3284,44,1,5,2624,7140,1517,28,513,83,4181,4729,288,9198,2020-03-14,10572,30.64699205448354,31.06318577374196,0.41619371925841847,0.009458948164964056,0.04729474082482028,24.82027998486568,87.00340522133939
PASQUOTANK,11316,6229,167,14,9,9433,15563,9678,40,1887,276,11867,14338,963,27168,2020-03-14,30047,37.66099777016008,20.73085499384298,0.5557959197257629,0.04659366991712983,0.02995307351815489,31.39414916630612,90.41834459347022
PENDER,11463,15974,273,10,24,13648,32080,5996,99,3217,838,18852,21087,1453,41392,2020-03-14,44201,25.93380240266057,36.13945385850999,0.6176330852243161,0.022623922535689237,0.05429741408565417,30.87712947670867,93.6449401597249
PERQUIMANS,3485,2793,40,3,7,3240,7030,2171,22,345,45,4356,5060,152,9568,2020-03-14,10751,32.41558924751186,25.978978699655848,0.37205841317086785,0.027904380987815086,0.06511022230490186,30.136731466840295,88.99637243047158
PERSON,11041,6799,105,4,8,8077,17400,6978,122,1534,354,11535,13756,743,26034,2020-03-14,30124,36.65183906519719,22.570043818881956,0.34855928827512944,0.01327844907714779,0.02655689815429558,26.81250829903067,86.42278581861639
PITT,51916,30743,742,52,63,36903,67609,41859,259,10692,2786,50726,64155,5538,120419,2020-03-14,133905,38.77077032224338,22.958814084612225,0.554124192524551,0.03883350136290654,0.047048280497367534,27.559090399910385,89.92868078115082
POLK,3909,5605,81,9,8,5862,14090,663,7,714,207,6998,8212,264,15474,2020-03-14,16692,23.418404025880662,33.57895998082914,0.4852624011502516,0.05391804457225018,0.047927150730889045,35.11861969805895,92.70309130122214
RANDOLPH,16841,45543,509,20,43,26039,75978,5642,272,7103,2927,40743,45633,2619,88995,2020-03-14,103503,16.271025960600177,44.00162314135822,0.49177318531829994,0.01932311140739882,0.04154468952590746,25.15772489686289,85.9830149850729
RICHMOND,14071,6091,84,8,19,8042,16966,9375,394,1580,395,12617,15120,578,28315,2020-03-14,33586,41.89543262073483,18.135532662418864,0.25010421008753647,0.023819448579765378,0.056571190376942776,23.944500684809146,84.30596081700709
ROBESON,43405,9951,204,12,53,20493,21270,20558,25953,6337,1663,32551,40510,1057,74118,2020-03-14,95509,45.44597891298202,10.418913400831336,0.21359243631490227,0.012564260959700133,0.05549215257200892,21.456616653927902,77.60315781758787
ROCKINGHAM,19997,21226,262,11,27,16902,43021,11308,107,3989,894,26698,31727,0,58425,2020-03-14,70659,28.300711869683976,30.040051515022856,0.37079494473457025,0.015567726687329286,0.03821169277799007,23.92051967902178,82.6858574279285
ROWAN,24797,37961,425,29,50,28315,68698,15530,175,7174,2049,41024,46915,3638,91577,2020-03-14,104212,23.794764518481557,36.42670709707136,0.40782251564119293,0.027827889302575518,0.04797911948719917,27.17057536560089,87.87567650558476
RUTHERFORD,12275,17399,213,11,19,13649,36554,4199,66,2747,629,19501,22507,1558,43566,2020-03-14,51906,23.648518475706084,33.520209609679036,0.41035718414056177,0.02119215504951258,0.03660463144915809,26.2956112973452,83.93249335336955
SAMPSON,14400,13717,131,5,19,7934,21649,10606,524,3427,1991,15982,19436,788,36206,2020-03-14,43220,33.31790837575197,31.737621471540955,0.3031004164738547,0.01156871818602499,0.04396112910689495,18.35724201758445,83.77140212864414
SCOTLAND,11226,3666,69,6,19,6148,9743,8445,1571,1375,185,8917,11494,723,21134,2020-03-14,26700,42.04494382022472,13.730337078651685,0.25842696629213485,0.02247191011235955,0.07116104868913857,23.026217228464418,79.15355805243446
STANLY,9706,18713,150,10,26,12411,33396,4362,82,3176,444,18466,20774,1776,41016,2020-03-14,46749,20.761941431902287,40.02866371473186,0.3208624783417827,0.02139083188945218,0.05561616291257567,26.5481614579991,87.73663607777706
STOKES,6459,15018,156,9,13,8292,27084,1208,52,1603,300,14155,15681,111,29947,2020-03-14,36508,17.692012709543114,41.136189328366385,0.42730360468938317,0.024652131039772103,0.03560863372411526,22.712830064643367,82.02859647200613
SURRY,11506,19377,131,8,11,13210,39175,1716,53,3299,1412,19873,22964,1406,44243,2020-03-14,54351,21.169803683464885,35.651597946679914,0.24102592408603338,0.014719140402200511,0.020238818053025704,24.304980589133596,81.40236610181965
SWAIN,3389,2686,39,5,0,3415,7550,115,1507,362,60,4460,4985,89,9534,2020-03-14,10868,31.18329039381671,24.714758925285242,0.3588516746411483,0.04600662495399337,0.0,31.422524843577474,87.72543246227457
TRANSYLVANIA,6197,8152,119,3,5,10825,22968,834,46,1453,189,11360,13085,856,25301,2020-03-14,27373,22.639096920322945,29.781171227121614,0.43473495780513643,0.010959704818616885,0.018266174697694808,39.54626822050926,92.43049720527527
TYRRELL,1172,361,9,0,1,688,1418,684,7,122,35,1014,1168,49,2231,2020-03-14,3507,33.41887653264899,10.293698317650414,0.2566295979469632,0.0,0.028514399771884802,19.617907043056743,63.61562589107499
UNION,38452,64703,853,39,66,53912,119231,18929,418,19447,6505,71553,79567,6905,158025,2020-03-14,153647,25.026196411254368,42.111463289227906,0.5551686658379272,0.025382858109823166,0.04295560603200844,35.088221702994524,102.84938853345656
VANCE,18185,4289,78,7,19,6020,11681,14989,53,1875,576,12201,15498,899,28598,2020-03-14,32480,55.98830049261084,13.205049261083744,0.24014778325123154,0.021551724137931036,0.058497536945812806,18.53448275862069,88.04802955665025
WAKE,275245,184047,5468,249,306,286676,480510,143305,1890,126286,27786,328339,376612,47040,751991,2020-03-14,719849,38.23649126414012,25.567445394798074,0.7596037502309512,0.034590587748263874,0.04250891506413151,39.82446318602929,104.46510309801083
WARREN,8562,1891,41,1,1,2494,5128,6737,548,577,69,5767,6916,307,12990,2020-03-14,16097,53.1900354103249,11.747530595763186,0.25470584580977823,0.006212337702677518,0.006212337702677518,15.49357023047773,80.69826675778096
WASHINGTON,5206,1137,21,0,0,1746,3686,4029,10,385,49,3520,4427,163,8110,2020-03-14,9410,55.324123273113706,12.08289054197662,0.22316684378320936,0.0,0.0,18.55472901168969,86.18490967056323
WATAUGA,12096,13435,489,11,13,19689,41243,1017,74,3399,1231,20735,23863,1135,45733,2020-03-14,46205,26.178984958337843,29.076939725137972,1.0583270208851856,0.02380694730007575,0.028135483172816795,42.61227139919922,98.97846553403312
WAYNE,29559,23570,354,17,39,19028,41098,24156,134,7179,2297,31377,37873,3317,72567,2020-03-14,87849,33.647508793497934,26.830128971303033,0.40296417716763994,0.019351387039123952,0.044394358501519654,21.659893681202973,82.60424136871222
WILKES,8328,21652,146,7,13,11077,37752,1620,43,1808,712,18998,21113,1112,41223,2020-03-14,52320,15.917431192660551,41.383792048929664,0.2790519877675841,0.013379204892966361,0.02484709480122324,21.17163608562691,78.7901376146789
WILSON,27521,13327,182,4,34,14113,27421,22933,102,4725,1372,23651,29697,1833,55181,2020-03-14,59290,46.417608365660314,22.47765221791196,0.3069657615112161,0.0067465002529937595,0.05734525215044695,23.803339517625233,93.06965761511216
YADKIN,3520,13144,97,9,9,6595,21146,727,27,1474,735,10835,11904,635,23374,2020-03-14,28312,12.432890647075444,46.42554393896581,0.34261090703588587,0.03178864085899972,0.03178864085899972,23.294009607233683,82.55863238202882
YANCEY,4483,4867,51,1,4,4080,12764,80,21,621,76,6255,6812,419,13486,2020-03-14,14020,31.975748930099858,34.71469329529244,0.3637660485021398,0.007132667617689016,0.028530670470756064,29.101283880171184,96.19115549215407
ALAMANCE,36778,33470,553,18,39,32056,70247,21111,258,11298,4023,44079,54047,4788,102914,2020-03-21,115973,31.71255378407043,28.86016572822985,0.476835125417123,0.01552085399187742,0.033628516982401074,27.640916420201254,88.73962042889293
ALEXANDER,5206,10963,90,1,15,7548,21621,931,35,1236,337,11148,12010,665,23823,2020-03-21,28629,18.18435851758706,38.293338922072024,0.31436655139893116,0.003492961682210346,0.05239442523315519,26.364874777323692,83.21282615529708
ALLEGHANY,2174,2716,32,2,1,2276,6669,75,8,449,177,3332,3609,260,7201,2020-03-21,8638,25.167862931234083,31.442463533225283,0.3704561241028016,0.0231535077564251,0.01157675387821255,26.348691826811763,83.36420467700857
ANSON,10069,2537,28,7,23,3442,6692,6831,28,2555,85,6252,7579,2275,16106,2020-03-21,19935,50.509154752947076,12.7263606721846,0.14045648357160773,0.03511412089290193,0.11537496864810634,17.26611487333835,80.79257587158264
ASHE,4540,8080,76,3,5,5658,17492,103,21,746,209,8489,9507,366,18362,2020-03-21,21275,21.339600470035254,37.97884841363102,0.3572267920094007,0.01410105757931845,0.023501762632197415,26.594594594594593,86.30787309048179
AVERY,1353,6749,53,3,3,3419,10911,77,17,575,86,5335,5963,282,11580,2020-03-21,14402,9.394528537703097,46.86154700736009,0.36800444382724623,0.02083044021663658,0.02083044021663658,23.739758366893486,80.4054992362172
BEAUFORT,11922,11204,98,10,11,9553,22889,7732,43,2134,472,14352,16971,1475,32798,2020-03-21,36615,32.56042605489554,30.59948108698621,0.2676498702717465,0.027311211252219036,0.03004233237744094,26.090400109244847,89.575310665028
BERTIE,8662,1453,26,2,2,2713,4590,7675,19,574,37,5513,6950,395,12858,2020-03-21,16024,54.056415376934595,9.067648527209187,0.16225661507738393,0.012481278082875686,0.012481278082875686,16.93085371942087,80.24213679480779
BLADEN,10835,4438,54,1,7,6775,12652,7967,387,1104,441,9980,11772,358,22110,2020-03-21,25522,42.453569469477316,17.38891936368623,0.2115821644071781,0.0039181882297625575,0.027427317608337904,26.54572525664133,86.63114176005016
BRUNSWICK,26081,41067,471,16,36,38428,89101,8581,321,8096,1356,46815,53984,5300,106099,2020-03-21,103762,25.135406025327192,39.57807289759257,0.45392340163065475,0.015419903240107169,0.03469478229024113,37.03475260692739,102.25226961700815
BUNCOMBE,74245,44635,1519,157,79,75449,166463,10572,378,18671,3898,85783,101317,8984,196084,2020-03-21,198618,37.38080133724033,22.472786957878945,0.7647846620145203,0.07904620930630658,0.03977484417323707,37.98699010160207,98.72418411221541
BURKE,15403,20341,284,18,25,18470,47445,3163,79,3854,941,25004,28109,1428,54541,2020-03-21,70327,21.90197221550756,28.92345756252933,0.4038278328380281,0.02559472179959333,0.035548224721657404,26.26302842436049,77.55342898175665
CABARRUS,41460,49069,925,46,83,47496,94809,26154,350,17766,5214,60278,71305,7496,139079,2020-03-21,140011,29.611959060359542,35.046532058195424,0.6606623765275585,0.03285456142731642,0.05928105648841877,33.923048903300455,99.33433801629872
CALDWELL,11571,24041,361,31,19,15353,46023,2689,65,2599,870,23957,26385,1034,51376,2020-03-21,63099,18.33785004516712,38.1004453319387,0.5721168322794339,0.04912914626222285,0.030111412225233364,24.331605889158308,81.42125865703102
CAMDEN,1791,2621,56,0,2,3266,6329,969,11,427,37,3657,3876,203,7736,2020-03-21,7869,22.760198246282883,33.30791714322023,0.7116533231668573,0.0,0.025416190113102047,41.504638454695645,98.30982335747872
CARTERET,10660,23063,249,5,12,18389,46492,2469,96,3321,547,23524,26562,2292,52378,2020-03-21,55387,19.24639355805514,41.63973495585607,0.4495639771065412,0.009027389098524925,0.021665733836459818,33.20093162655497,94.5673172405077
CASWELL,6904,3462,39,2,7,4397,9136,4826,18,831,160,6643,7689,479,14811,2020-03-21,18072,38.20274457724657,19.15670650730412,0.2158034528552457,0.011066843736166445,0.03873395307658256,24.33045595396193,81.95551128818062
CATAWBA,22640,44443,455,18,44,35571,83674,8978,122,10397,3374,46595,52702,3874,103171,2020-03-21,115407,19.617527532991932,38.50979576628801,0.3942568475049174,0.015596974187007721,0.038125936901574425,30.82222048922509,89.39752354709853
CHATHAM,20496,13188,271,15,22,20716,41370,6072,114,7152,1719,23168,27333,4207,54708,2020-03-21,51871,39.513408262805804,25.42461105434636,0.5224499238495498,0.028917892463997223,0.042412908947195925,39.937537352277765,105.46933739469067
