CountyName,registered.democrats(count),registered.republicans(count),registered.libertarians(count),registered.green(count),registered.constitution(count),registered.unaffiliated(count),registered.white(count),registered.black(count),registered.american_indian(count),registered.other(count),registered.hispanic(count),registered.male(count),registered.female(count),registered.undisclosed_gender(count),registered.total(count),date,NativeHawaiian
IREDELL,28303,51632,663,42,57,43465,98164,13720,217,12061,3321,55785,62289,6088,124162,2020-08-08,
JACKSON,9340,7719,185,10,7,10692,23427,625,1368,2533,568,12284,14145,1524,27953,2020-08-08,
JOHNSTON,38606,51985,893,39,120,43946,96577,21730,380,16902,5866,60685,70019,4885,135589,2020-08-08,
JONES,3084,2004,32,1,1,2060,4430,2286,14,452,73,3215,3668,299,7182,2020-08-08,
LEE,13426,10829,221,5,26,12397,24178,7316,140,5270,2662,15769,19048,2087,36904,2020-08-08,
LENOIR,18313,9751,116,3,11,8994,19139,15480,63,2506,636,15779,19778,1631,37188,2020-08-08,
LINCOLN,12175,27166,308,18,37,19283,50244,3122,81,5540,1502,26620,29098,3269,58987,2020-08-08,
MACON,5803,11138,146,17,14,8994,24521,185,53,1353,359,11997,13780,335,26112,2020-08-08,
MADISON,5831,4435,109,12,8,6146,15167,169,27,1178,162,7571,8053,917,16541,2020-08-08,
MARTIN,8788,3330,38,4,8,3873,8613,6779,29,620,130,7028,8722,291,16041,2020-08-08,
MCDOWELL,6793,11625,154,9,12,9797,26605,797,27,961,388,13312,14764,314,28390,2020-08-08,
MECKLENBURG,327843,164860,5232,317,380,261835,399237,241181,2055,117994,36125,326605,392026,41836,760467,2020-08-08,
MITCHELL,1056,6295,35,1,2,3161,9849,32,10,659,98,4862,5290,398,10550,2020-08-08,
MONTGOMERY,6183,5404,79,2,20,4529,11477,3185,42,1513,606,7372,8244,601,16217,2020-08-08,
MOORE,15934,28876,466,24,41,24873,56722,7881,314,5297,1290,31118,37129,1967,70214,2020-08-08,
NASH,31179,19003,255,10,40,15901,34441,26316,331,5300,1360,28794,35025,2569,66388,2020-08-08,
NEW HANOVER,51238,52834,1294,84,84,64726,131939,20532,381,17408,3185,72630,85231,12399,170260,2020-08-08,
NORTHAMPTON,9042,1434,28,4,4,3077,5215,7743,33,598,49,5903,7152,534,13589,2020-08-08,
ONSLOW,25215,40962,1178,46,114,42557,76134,18529,390,15019,5887,47532,56624,5916,110072,2020-08-08,
ORANGE,51557,14614,637,43,31,43615,77298,12015,257,20927,3837,46074,54992,9431,110497,2020-08-08,
PAMLICO,3197,3422,44,0,5,2653,7167,1524,28,602,81,4197,4754,370,9321,2020-08-08,
PASQUOTANK,11331,6440,170,16,14,9566,15695,9693,42,2107,283,11972,14409,1156,27537,2020-08-08,
PENDER,11459,16348,293,11,24,14017,32228,5993,100,3831,855,18921,21229,2002,42152,2020-08-08,
PERQUIMANS,3165,2734,34,2,8,3047,6624,1966,18,382,37,4075,4710,205,8990,2020-08-08,
PERSON,10943,6975,103,6,8,8288,17393,7000,123,1807,364,11572,13761,990,26323,2020-08-08,
PITT,51906,30970,742,56,74,37415,67142,41831,253,11937,2785,50701,63846,6616,121163,2020-08-08,
POLK,3939,5736,89,9,12,6008,14215,662,8,908,213,7116,8301,376,15793,2020-08-08,
RANDOLPH,16754,46422,532,29,57,26535,76188,5687,280,8174,2964,40960,45799,3570,90329,2020-08-08,
RICHMOND,13835,6290,84,10,24,8230,16925,9355,395,1798,402,12612,15079,782,28473,2020-08-08,
ROBESON,42656,10305,203,14,66,20825,21178,20438,26057,6396,1718,32557,40496,1016,74069,2020-08-08,
ROCKINGHAM,19835,21811,277,15,35,17194,43139,11305,107,4616,926,27028,31991,148,59167,2020-08-08,
ROWAN,24724,38841,454,39,53,28920,68632,15526,180,8693,2124,41096,46993,4942,93031,2020-08-08,
RUTHERFORD,12097,17877,211,16,25,13935,36769,4200,65,3127,650,19627,22642,1892,44161,2020-08-08,
SAMPSON,14162,13847,140,6,20,8026,21455,10463,524,3759,2014,15864,19282,1055,36201,2020-08-08,
SCOTLAND,11117,3783,67,7,19,6283,9733,8402,1599,1542,183,8907,11471,898,21276,2020-08-08,
STANLY,9548,19054,160,13,32,12639,33304,4345,82,3715,457,18410,20708,2328,41446,2020-08-08,
STOKES,6289,15371,158,8,16,8479,27117,1206,56,1942,309,14313,15879,129,30321,2020-08-08,
SURRY,11289,19857,143,12,15,13629,39317,1741,52,3835,1478,20005,23056,1884,44945,2020-08-08,
SWAIN,3322,2754,43,6,0,3511,7552,115,1506,463,61,4468,4992,176,9636,2020-08-08,
TRANSYLVANIA,6205,8219,118,7,3,10965,23008,831,47,1631,194,11383,13114,1020,25517,2020-08-08,
TYRRELL,1171,371,9,0,2,697,1418,686,7,139,35,1021,1164,65,2250,2020-08-08,
UNION,38981,65823,898,49,80,55445,119527,19068,416,22265,6694,71986,79901,9389,161276,2020-08-08,
VANCE,17996,4407,78,6,20,6161,11588,14870,53,2157,575,12132,15380,1156,28668,2020-08-08,
WAKE,280870,184307,5597,311,360,295246,482358,144141,1903,138289,28427,330179,378186,58326,766691,2020-08-08,
WARREN,8485,1970,41,0,3,2563,5146,6655,544,717,73,5739,6889,434,13062,2020-08-08,
WASHINGTON,5134,1162,18,0,0,1784,3663,4006,10,419,49,3497,4393,208,8098,2020-08-08,
WATAUGA,11815,13250,461,18,15,19257,40110,968,75,3663,1159,20209,23097,1510,44816,2020-08-08,
WAYNE,29267,24014,364,19,45,19461,41006,24164,138,7862,2369,31306,37862,4002,73170,2020-08-08,
WILKES,8194,22074,149,7,14,11253,37811,1610,46,2224,722,19029,21125,1537,41691,2020-08-08,
WILSON,27377,13550,192,10,35,14386,27344,22908,103,5195,1399,23654,29685,2211,55550,2020-08-08,
YADKIN,3497,13313,107,10,11,6749,21140,734,28,1785,760,10859,11904,924,23687,2020-08-08,
YANCEY,4434,4970,53,1,4,4174,12795,81,21,739,76,6278,6823,535,13636,2020-08-08,
ALAMANCE,36878,33664,541,20,41,32302,70493,21233,258,11462,4065,44277,54259,4910,103446,2020-04-04,
ALEXANDER,5198,10969,90,1,17,7545,21608,927,35,1250,337,11143,12000,677,23820,2020-04-04,
ALLEGHANY,2167,2719,32,2,1,2271,6661,74,8,449,175,3326,3605,261,7192,2020-04-04,
ANSON,10061,2542,28,7,23,3441,6690,6828,28,2556,85,6246,7576,2280,16102,2020-04-04,
ASHE,4555,8163,76,3,7,5706,17602,105,22,781,216,8558,9559,393,18510,2020-04-04,
AVERY,1349,6748,53,3,3,3414,10902,77,17,574,86,5332,5957,281,11570,2020-04-04,
BEAUFORT,11887,11207,98,10,11,9537,22857,7706,42,2145,468,14323,16940,1487,32750,2020-04-04,
BERTIE,8639,1462,25,2,2,2753,4597,7683,19,584,37,5526,6949,408,12883,2020-04-04,
BLADEN,10825,4439,54,1,7,6780,12640,7965,387,1114,441,9984,11756,366,22106,2020-04-04,
BRUNSWICK,26130,41202,473,17,36,38544,89352,8587,322,8141,1356,46946,54102,5354,106402,2020-04-04,
BUNCOMBE,74153,44587,1516,157,79,75325,166266,10553,378,18620,3891,85666,101202,8949,195817,2020-04-04,
BURKE,15337,20622,287,18,27,18714,47733,3185,80,4007,955,25196,28253,1556,55005,2020-04-04,
CABARRUS,41497,49138,932,48,84,47690,94742,26184,349,18114,5240,60288,71302,7799,139389,2020-04-04,
CALDWELL,11438,24173,350,34,19,15468,46038,2691,61,2692,891,23972,26395,1115,51482,2020-04-04,
CAMDEN,1786,2625,56,0,2,3262,6323,969,11,428,36,3655,3872,204,7731,2020-04-04,
CARTERET,10636,23158,247,5,13,18489,46559,2466,96,3427,556,23556,26598,2394,52548,2020-04-04,
CASWELL,6898,3465,39,2,6,4394,9129,4822,18,835,160,6637,7684,483,14804,2020-04-04,
CATAWBA,22583,44391,454,18,45,35534,83520,8958,121,10426,3373,46496,52619,3910,103025,2020-04-04,
CHATHAM,20482,13198,268,15,22,20714,41341,6064,113,7181,1720,23157,27310,4232,54699,2020-04-04,
CHEROKEE,4248,9993,127,7,8,6997,20414,217,124,625,177,10135,11177,68,21380,2020-04-04,
CHOWAN,4178,2676,29,3,1,3011,6420,3003,12,463,61,4318,5402,178,9898,2020-04-04,
CLAY,1617,3850,55,3,5,3107,8232,46,15,344,58,4004,4426,207,8637,2020-04-04,
CLEVELAND,22905,22087,275,9,31,18144,46031,13491,88,3841,667,28139,33133,2179,63451,2020-04-04,
COLUMBUS,17043,8127,78,2,11,9782,21895,10721,939,1488,305,15647,18734,662,35043,2020-04-04,
CRAVEN,21318,24977,406,27,25,22626,48784,14642,165,5788,1627,30404,36613,2362,69379,2020-04-04,
CUMBERLAND,92655,48125,1316,53,118,68851,89236,86397,2295,33190,12266,86906,109033,15179,211118,2020-04-04,
CURRITUCK,3550,8059,173,11,9,8627,18229,1077,46,1077,156,9682,10226,521,20429,2020-04-04,
DARE,7559,9219,185,12,10,11149,26066,520,35,1513,245,12996,14374,764,28134,2020-04-04,
DAVIDSON,23457,50820,477,22,42,32452,88449,10152,251,8418,2145,48237,54944,4089,107270,2020-04-04,
DAVIE,5003,15351,133,7,16,9402,25681,1880,36,2315,559,13643,15202,1067,29912,2020-04-04,
DUPLIN,12410,8313,101,3,20,8493,17925,8407,49,2959,1625,12749,15273,1318,29340,2020-04-04,
DURHAM,123943,25726,1126,103,52,76320,109211,78456,569,39034,9328,93337,118397,15536,227270,2020-04-04,
EDGECOMBE,23220,5904,76,6,14,5488,12183,20805,72,1648,434,14670,19243,795,34708,2020-04-04,
FORSYTH,102211,73484,1398,87,114,80911,159565,68675,514,29451,10491,109487,134989,13729,258205,2020-04-04,
FRANKLIN,16686,13785,244,17,29,13523,28607,10958,130,4589,1114,19324,22097,2863,44284,2020-04-04,
GASTON,41095,54452,828,36,93,44736,103430,23970,321,13519,3915,61517,73261,6462,141240,2020-04-04,
GATES,3830,1755,29,0,2,2274,4893,2572,16,409,41,3535,4023,332,7890,2020-04-04,
GRAHAM,1496,2686,26,0,2,1593,5395,4,268,136,19,2762,2971,70,5803,2020-04-04,
GRANVILLE,17314,9549,148,7,13,10885,22756,11921,77,3162,801,16217,19169,2530,37916,2020-04-04,
GREENE,5628,2238,21,5,4,3117,6149,4028,10,826,421,4886,5876,251,11013,2020-04-04,
GUILFORD,161022,90669,2047,124,143,111845,196469,125413,980,42988,10835,156750,196618,12482,365850,2020-04-04,
HALIFAX,22923,4556,96,8,5,8846,14204,19388,1068,1774,253,15807,19729,898,36434,2020-04-04,
HARNETT,24675,27102,538,22,48,23754,48946,16552,454,10187,3698,32814,39112,4213,76139,2020-04-04,
HAYWOOD,14428,14058,276,11,19,14568,40920,456,101,1883,391,19817,22735,808,43360,2020-04-04,
HENDERSON,16977,30619,485,29,31,34250,73521,2358,142,6370,1998,36366,43208,2817,82391,2020-04-04,
HERTFORD,10171,1422,32,3,9,2958,4664,9185,91,655,102,6167,8128,300,14595,2020-04-04,
HOKE,13833,6577,226,11,27,10066,12838,12156,1981,3765,2011,13530,16599,611,30740,2020-04-04,
HYDE,1548,533,16,1,0,958,2272,645,1,138,36,1395,1570,91,3056,2020-04-04,
IREDELL,28183,50765,631,35,44,42617,97909,13676,213,10477,3273,55543,62128,4604,122275,2020-04-04,
JACKSON,9478,7667,196,9,6,10641,23555,664,1380,2398,577,12354,14289,1354,27997,2020-04-04,
JOHNSTON,38265,50985,846,33,105,42848,96334,21578,376,14794,5735,59694,68966,4422,133082,2020-04-04,
JONES,3110,1968,25,1,1,2037,4428,2294,15,405,73,3235,3662,245,7142,2020-04-04,
LEE,13418,10618,208,4,18,12165,24195,7353,137,4746,2637,15749,19058,1624,36431,2020-04-04,
LENOIR,18462,9670,111,2,10,8900,19262,15540,64,2289,631,15871,19902,1382,37155,2020-04-04,
LINCOLN,12148,26672,294,13,28,18947,50187,3123,82,4710,1477,26596,29001,2505,58102,2020-04-04,
MACON,5859,10829,147,14,14,8778,24335,182,50,1074,342,11815,13573,253,25641,2020-04-04,
MADISON,5842,4318,113,10,5,6023,15135,176,27,973,166,7539,8057,715,16311,2020-04-04,
MARTIN,8919,3287,38,2,6,3829,8685,6836,29,531,129,7087,8771,223,16081,2020-04-04,
MCDOWELL,6935,11295,153,8,10,9553,26489,798,25,642,375,13239,14715,0,27954,2020-04-04,
MECKLENBURG,324050,164475,5079,236,332,256943,399064,240239,2040,109772,35777,325661,391261,34193,751115,2020-04-04,
MITCHELL,1048,6202,34,1,3,3118,9811,31,9,555,96,4846,5273,287,10406,2020-04-04,
MONTGOMERY,6249,5293,74,2,19,4463,11471,3200,43,1386,604,7383,8256,461,16100,2020-04-04,
MOORE,15857,28568,436,17,37,24602,56703,7940,311,4563,1275,31120,37110,1287,69517,2020-04-04,
NASH,31347,18828,233,8,36,15712,34646,26489,331,4698,1357,28952,35246,1966,66164,2020-04-04,
NEW HANOVER,51055,52559,1237,58,73,64024,131921,20607,387,16091,3145,72703,85380,10923,169006,2020-04-04,
NORTHAMPTON,9102,1400,26,4,3,3021,5230,7775,33,518,49,5915,7177,464,13556,2020-04-04,
ONSLOW,24951,40005,1088,39,88,41621,75355,18386,379,13672,5810,46989,56089,4714,107792,2020-04-04,
ORANGE,51794,14799,650,38,24,43776,78450,12243,262,20126,3885,46785,56080,8216,111081,2020-04-04,
PAMLICO,3216,3331,44,1,5,2632,7160,1517,28,524,83,4186,4743,300,9229,2020-04-04,
PASQUOTANK,11348,6316,166,15,11,9518,15693,9710,41,1930,284,11947,14429,998,27374,2020-04-04,
PENDER,11504,16115,274,10,26,13820,32303,6028,100,3318,843,18999,21224,1526,41749,2020-04-04,
PERQUIMANS,3178,2667,32,2,7,2979,6572,1951,18,324,36,4041,4673,151,8865,2020-04-04,
PERSON,10998,6830,100,4,8,8123,17400,6985,122,1556,357,11546,13760,757,26063,2020-04-04,
PITT,51881,30881,730,52,68,37235,67676,41959,256,10956,2798,50848,64284,5715,120847,2020-04-04,
POLK,3909,5601,81,9,8,5859,14082,663,7,715,207,6996,8206,265,15467,2020-04-04,
RANDOLPH,16794,45891,504,19,46,26225,76242,5686,275,7276,2951,40948,45804,2727,89479,2020-04-04,
RICHMOND,13965,6174,85,8,19,8122,16998,9374,390,1611,401,12637,15135,601,28373,2020-04-04,
ROBESON,43362,10040,203,14,60,20619,21289,20589,26033,6387,1682,32661,40569,1068,74298,2020-04-04,
ROCKINGHAM,19928,21406,263,11,27,17003,43119,11342,105,4072,902,26789,31792,57,58638,2020-04-04,
ROWAN,24819,38315,420,28,47,28607,68962,15615,180,7479,2097,41250,47133,3853,92236,2020-04-04,
RUTHERFORD,12278,17445,213,11,19,13716,36634,4207,66,2775,635,19542,22565,1575,43682,2020-04-04,
SAMPSON,14430,13826,131,5,22,7971,21729,10640,526,3490,2015,16071,19508,806,36385,2020-04-04,
SCOTLAND,11199,3692,68,6,18,6194,9748,8448,1587,1394,187,8937,11499,741,21177,2020-04-04,
STANLY,9666,18864,150,11,28,12516,33506,4373,83,3273,448,18530,20844,1861,41235,2020-04-04,
STOKES,6421,15148,153,9,12,8344,27172,1212,55,1648,303,14218,15753,116,30087,2020-04-04,
SURRY,11398,19572,127,8,11,13331,39277,1731,54,3385,1430,19953,23027,1467,44447,2020-04-04,
SWAIN,3385,2686,39,5,0,3415,7547,115,1506,362,60,4458,4983,89,9530,2020-04-04,
TRANSYLVANIA,6182,8136,119,3,5,10807,22922,833,46,1451,189,11335,13062,855,25252,2020-04-04,
TYRRELL,1173,363,9,0,1,686,1417,684,7,124,35,1016,1165,51,2232,2020-04-04,
UNION,38627,65103,853,38,76,54459,119700,19034,422,20000,6598,71920,79921,7315,159156,2020-04-04,
VANCE,18134,4291,75,7,20,6070,11645,14968,53,1931,575,12183,15469,945,28597,2020-04-04,
WAKE,277517,183972,5342,241,306,290256,482417,144027,1915,129275,28161,330132,378400,49102,757634,2020-04-04,
WARREN,8562,1898,43,0,2,2521,5143,6728,548,607,72,5778,6918,330,13026,2020-04-04,
WASHINGTON,5190,1149,19,0,0,1761,3686,4032,10,391,50,3521,4430,168,8119,2020-04-04,
WATAUGA,12002,13386,478,13,14,19528,40964,1001,74,3382,1214,20607,23663,1151,45421,2020-04-04,
WAYNE,29439,23793,352,19,41,19197,41186,24213,138,7304,2329,31448,37979,3414,72841,2020-04-04,
WILKES,8266,21833,142,7,12,11161,37880,1623,44,1874,721,19089,21172,1160,41421,2020-04-04,
WILSON,27525,13391,181,5,34,14187,27461,22954,104,4804,1392,23678,29775,1870,55323,2020-04-04,
YADKIN,3521,13231,97,9,10,6667,21240,734,28,1533,750,10893,11959,683,23535,2020-04-04,
YANCEY,4474,4856,51,1,4,4074,12740,79,21,620,76,6239,6803,418,13460,2020-04-04,
ALAMANCE,36926,33731,540,19,43,32387,70505,21264,257,11620,4078,44309,54303,5034,103646,2020-05-02,
ALEXANDER,5185,10961,91,1,17,7562,21579,926,35,1277,336,11132,11984,701,23817,2020-05-02,
ALLEGHANY,2166,2726,32,2,1,2275,6660,75,8,459,176,3330,3600,272,7202,2020-05-02,
ANSON,10061,2541,28,7,23,3446,6689,6825,28,2564,84,6246,7570,2290,16106,2020-05-02,
ASHE,4530,8150,76,3,7,5696,17546,105,23,788,215,8530,9530,402,18462,2020-05-02,
AVERY,1344,6740,53,3,3,3410,10886,76,17,574,86,5327,5945,281,11553,2020-05-02,
BEAUFORT,11848,11211,99,11,11,9546,22819,7687,42,2178,468,14290,16901,1535,32726,2020-05-02,
BERTIE,8632,1464,27,2,2,2756,4588,7674,19,602,37,5520,6940,423,12883,2020-05-02,
BLADEN,10804,4460,55,1,7,6791,12632,7957,386,1143,441,9974,11747,397,22118,2020-05-02,
BRUNSWICK,26156,41577,469,18,35,38830,89713,8598,323,8451,1368,47141,54303,5641,107085,2020-05-02,
BUNCOMBE,74058,44524,1515,156,79,75249,166086,10538,377,18580,3885,85564,101083,8934,195581,2020-05-02,
BURKE,15323,20700,287,25,29,18741,47749,3187,80,4089,953,25203,28243,1659,55105,2020-05-02,
CABARRUS,41908,49478,934,51,88,48231,95208,26524,346,18612,5309,60833,71797,8060,140690,2020-05-02,
CALDWELL,11335,24133,349,35,21,15470,45856,2668,59,2760,892,23847,26293,1203,51343,2020-05-02,
CAMDEN,1784,2631,55,0,2,3271,6326,965,11,441,35,3655,3873,215,7743,2020-05-02,
CARTERET,10540,23104,247,6,15,18444,46298,2443,93,3522,553,23409,26456,2491,52356,2020-05-02,
CASWELL,6893,3484,39,2,6,4399,9123,4828,18,854,161,6632,7686,505,14823,2020-05-02,
CATAWBA,22550,44432,458,19,47,35581,83456,8947,120,10564,3380,46455,52575,4057,103087,2020-05-02,
CHATHAM,20470,13237,263,16,22,20740,41308,6049,116,7275,1728,23157,27274,4317,54748,2020-05-02,
CHEROKEE,4248,9991,127,7,8,6994,20410,217,124,624,177,10133,11174,68,21375,2020-05-02,
CHOWAN,4179,2682,30,3,1,3009,6421,3002,12,469,61,4319,5404,181,9904,2020-05-02,
CLAY,1614,3846,55,3,5,3104,8222,46,15,344,58,4001,4419,207,8627,2020-05-02,
CLEVELAND,22876,22190,279,9,34,18191,46057,13493,89,3940,667,28151,33159,2269,63579,2020-05-02,
COLUMBUS,16913,8273,82,4,14,9907,21958,10738,939,1558,314,15676,18773,744,35193,2020-05-02,
CRAVEN,21303,24979,408,28,26,22705,48764,14621,165,5899,1622,30379,36573,2497,69449,2020-05-02,
CUMBERLAND,92772,48236,1317,56,121,68997,89321,86474,2295,33409,12306,87014,109100,15385,211499,2020-05-02,
CURRITUCK,3552,8129,171,11,8,8677,18306,1081,46,1115,157,9724,10267,557,20548,2020-05-02,
DARE,7574,9325,188,12,9,11236,26203,524,36,1581,247,13066,14440,838,28344,2020-05-02,
DAVIDSON,23463,50923,477,23,43,32552,88479,10166,252,8584,2145,48281,54964,4236,107481,2020-05-02,
DAVIE,4992,15358,136,8,18,9406,25638,1875,35,2370,559,13630,15170,1118,29918,2020-05-02,
DUPLIN,12407,8393,101,2,20,8560,17974,8424,49,3036,1627,12785,15308,1390,29483,2020-05-02,
DURHAM,125125,25838,1133,112,61,77694,109971,78939,584,40469,9487,94070,119255,16638,229963,2020-05-02,
EDGECOMBE,23117,5892,80,6,13,5463,12124,20706,73,1668,434,14596,19155,820,34571,2020-05-02,
FORSYTH,102302,73605,1384,87,117,81334,159734,68726,513,29856,10532,109623,135088,14118,258829,2020-05-02,
FRANKLIN,16695,13820,246,17,30,13557,28603,10959,129,4674,1116,19304,22086,2975,44365,2020-05-02,
GASTON,41097,54552,833,42,97,44819,103480,24009,320,13631,3923,61559,73338,6543,141440,2020-05-02,
GATES,3835,1776,29,0,4,2298,4926,2580,16,420,42,3556,4045,341,7942,2020-05-02,
GRAHAM,1496,2684,26,0,2,1592,5393,4,268,135,18,2760,2970,70,5800,2020-05-02,
GRANVILLE,17270,9561,149,7,15,10896,22715,11877,78,3228,806,16184,19108,2606,37898,2020-05-02,
GREENE,5612,2244,22,5,4,3118,6136,4025,10,834,424,4879,5867,259,11005,2020-05-02,
GUILFORD,161155,90803,2048,129,143,112419,196451,125392,981,43873,10866,156859,196700,13138,366697,2020-05-02,
HALIFAX,22916,4581,95,8,5,8889,14210,19407,1068,1809,254,15831,19731,932,36494,2020-05-02,
HARNETT,24676,27193,538,23,47,23833,48967,16559,455,10329,3708,32832,39158,4320,76310,2020-05-02,
HAYWOOD,14399,14038,275,11,19,14555,40860,456,101,1880,391,19781,22709,807,43297,2020-05-02,
HENDERSON,16957,30555,483,29,31,34189,73391,2355,142,6356,1998,36297,43139,2808,82244,2020-05-02,
HERTFORD,10159,1435,33,3,9,2977,4659,9189,92,676,102,6173,8123,320,14616,2020-05-02,
HOKE,13856,6615,230,10,27,10103,12897,12180,1990,3774,2015,13582,16653,606,30841,2020-05-02,
HYDE,1552,537,16,1,0,965,2277,644,1,149,36,1399,1570,102,3071,2020-05-02,
IREDELL,28169,50919,634,35,44,42727,97928,13674,215,10711,3280,55579,62138,4811,122528,2020-05-02,
JACKSON,9436,7625,193,9,6,10601,23459,654,1372,2385,576,12302,14222,1346,27870,2020-05-02,
JOHNSTON,38205,51173,852,36,106,43115,96372,21605,377,15133,5778,59813,69149,4525,133487,2020-05-02,
JONES,3101,1981,26,1,1,2046,4426,2293,15,422,73,3227,3662,267,7156,2020-05-02,
LEE,13426,10675,208,5,21,12248,24251,7358,139,4835,2643,15791,19091,1701,36583,2020-05-02,
LENOIR,18419,9687,111,2,10,8889,19234,15510,64,2310,631,15841,19859,1418,37118,2020-05-02,
LINCOLN,12143,26720,295,17,29,18975,50158,3125,81,4815,1484,26585,29003,2591,58179,2020-05-02,
MACON,5847,10815,147,14,14,8768,24299,182,50,1074,342,11793,13559,253,25605,2020-05-02,
MADISON,5824,4307,113,10,5,6013,15099,174,27,972,165,7520,8039,713,16272,2020-05-02,
MARTIN,8873,3286,36,4,6,3834,8652,6817,29,541,129,7048,8760,231,16039,2020-05-02,
MCDOWELL,6914,11266,153,8,10,9541,26430,796,25,641,375,13211,14681,0,27892,2020-05-02,
MECKLENBURG,324055,164552,5077,244,346,257374,398976,240037,2035,110600,35780,325622,391096,34930,751648,2020-05-02,
MITCHELL,1046,6187,34,1,3,3112,9789,31,9,554,96,4833,5264,286,10383,2020-05-02,
MONTGOMERY,6236,5318,74,2,18,4464,11474,3191,42,1405,604,7379,8249,484,16112,2020-05-02,
MOORE,15857,28598,435,17,37,24621,56670,7927,310,4658,1279,31100,37097,1368,69565,2020-05-02,
NASH,31309,18867,234,8,34,15771,34631,26465,329,4798,1361,28937,35217,2069,66223,2020-05-02,
NEW HANOVER,51028,52618,1233,59,74,64050,131880,20566,386,16230,3156,72640,85297,11125,169062,2020-05-02,
NORTHAMPTON,9092,1405,26,4,3,3045,5231,7766,33,545,49,5913,7174,488,13575,2020-05-02,
ONSLOW,24980,40207,1087,39,88,41704,75481,18393,382,13849,5837,47060,56151,4894,108105,2020-05-02,
ORANGE,51605,14731,646,37,26,43569,78096,12170,261,20087,3856,46543,55760,8311,110614,2020-05-02,
PAMLICO,3203,3337,44,1,5,2629,7144,1515,27,533,82,4175,4736,308,9219,2020-05-02,
PASQUOTANK,11314,6341,168,15,11,9508,15657,9700,41,1959,284,11934,14400,1023,27357,2020-05-02,
PENDER,11492,16145,274,12,23,13847,32267,6027,100,3399,847,18962,21233,1598,41793,2020-05-02,
PERQUIMANS,3165,2702,34,2,7,3037,6614,1967,18,348,37,4062,4713,172,8947,2020-05-02,
PERSON,10983,6875,103,5,8,8168,17422,7000,123,1597,360,11574,13782,786,26142,2020-05-02,
PITT,51811,30886,730,54,69,37188,67571,41872,256,11039,2791,50765,64189,5784,120738,2020-05-02,
POLK,3909,5602,81,9,8,5858,14082,663,7,715,208,6997,8205,265,15467,2020-05-02,
RANDOLPH,16759,45913,505,22,47,26256,76184,5685,275,7358,2955,40906,45773,2823,89502,2020-05-02,
RICHMOND,13940,6190,86,10,19,8128,16982,9367,392,1632,400,12623,15128,622,28373,2020-05-02,
ROBESON,43178,10085,197,13,61,20677,21235,20573,26049,6354,1694,32648,40528,1035,74211,2020-05-02,
ROCKINGHAM,19886,21443,261,11,29,17017,43089,11326,105,4127,902,26790,31779,78,58647,2020-05-02,
ROWAN,24824,38398,422,28,47,28663,68947,15591,181,7663,2095,41254,47123,4005,92382,2020-05-02,
RUTHERFORD,12260,17454,213,11,20,13723,36620,4200,66,2795,636,19539,22554,1588,43681,2020-05-02,
SAMPSON,14278,13776,132,5,21,7964,21566,10554,526,3530,2016,15943,19401,832,36176,2020-05-02,
SCOTLAND,11184,3706,66,7,18,6199,9745,8431,1587,1417,187,8926,11491,763,21180,2020-05-02,
STANLY,9614,18880,151,13,28,12532,33453,4356,83,3326,450,18484,20813,1921,41218,2020-05-02,
STOKES,6362,15190,153,9,13,8369,27154,1209,55,1678,309,14209,15768,119,30096,2020-05-02,
SURRY,11385,19656,130,8,13,13411,39339,1746,53,3465,1450,19996,23070,1537,44603,2020-05-02,
