Democrats,Republicans,Libertarians,Green,Constitution,Unaffiliated,White,Black,AmericanIndian,Other,Hispanic,Male,Female,UnDisclosedGender,Total,cvap_all_races,Democrats_pct,Republicans_pct,Libertarians_pct,Green_pct,Constitution_pct,Unaffiliated_pct,Total_pct,CountyName
102.0,-60.0,-7.0,0.0,0.0,-115.0,-146.0,-24.0,0.0,90.0,5.0,-84.0,-57.0,61.0,-80.0,198618,0.05135486209709228,-0.030208742410053446,-0.003524353281172954,0.0,0.0,-0.05790008961926674,-0.04027832321339986,BUNCOMBE
85.0,-81.0,-7.0,0.0,0.0,-135.0,-201.0,-26.0,0.0,89.0,5.0,-113.0,-85.0,60.0,-138.0,198618,0.042795718414240014,-0.04078180225356931,-0.003524353281172954,0.0,0.0,-0.06796967042262025,-0.0694801075431144,BUNCOMBE
61.0,-89.0,-7.0,0.0,0.0,-157.0,-233.0,-29.0,0.0,70.0,2.0,-128.0,-114.0,50.0,-192.0,198618,0.0307122214502229,-0.04480963457491072,-0.003524353281172954,0.0,0.0,-0.07904620930630557,-0.09666797571216534,BUNCOMBE
26.0,-117.0,-8.0,-1.0,0.0,-178.0,-299.0,-34.0,-1.0,56.0,-1.0,-165.0,-163.0,50.0,-278.0,198618,0.01309045504435602,-0.05890704769960209,-0.004027832321340519,-0.0005034790401675648,0.0,-0.08961926914982143,-0.13996717316658192,BUNCOMBE
6.0,-125.0,-8.0,-1.0,0.0,-199.0,-342.0,-35.0,-1.0,51.0,-1.0,-186.0,-189.0,48.0,-327.0,198618,0.003020874241009608,-0.0629348800209435,-0.004027832321340519,-0.0005034790401675648,0.0,-0.1001923289933444,-0.1646376461347927,BUNCOMBE
-11.0,-132.0,-8.0,-1.0,0.0,-216.0,-373.0,-43.0,-1.0,49.0,-1.0,-213.0,-202.0,47.0,-368.0,198618,-0.005538269441842658,-0.06645923330211545,-0.004027832321340519,-0.0005034790401675648,0.0,-0.10875147267618956,-0.18528028678166208,BUNCOMBE
-23.0,-144.0,-10.0,-1.0,0.0,-239.0,-414.0,-45.0,-1.0,43.0,-1.0,-234.0,-225.0,42.0,-417.0,198618,-0.011580017923854768,-0.07250098178412756,-0.005034790401675648,-0.0005034790401675648,0.0,-0.12033149060004433,-0.20995075974987287,BUNCOMBE
-31.0,-148.0,-10.0,-1.0,0.0,-250.0,-435.0,-46.0,-1.0,42.0,-1.0,-249.0,-233.0,42.0,-440.0,198618,-0.015607850245196175,-0.07451489794479826,-0.005034790401675648,-0.0005034790401675648,0.0,-0.125869760041887,-0.22153077767372054,BUNCOMBE
-72.0,-169.0,-11.0,-1.0,0.0,-273.0,-508.0,-53.0,-1.0,36.0,-2.0,-287.0,-278.0,39.0,-526.0,198618,-0.03625049089206556,-0.08508795778831768,-0.005538269441843213,-0.0005034790401675648,0.0,-0.13744977796574176,-0.2648299751281371,BUNCOMBE
-87.0,-175.0,-12.0,-1.0,0.0,-287.0,-537.0,-54.0,-1.0,30.0,-2.0,-299.0,-300.0,37.0,-562.0,198618,-0.04380267649457892,-0.08810883202932018,-0.006041748482010667,-0.0005034790401675648,0.0,-0.14449848452808567,-0.28295522057416633,BUNCOMBE
-97.0,-183.0,-12.0,-1.0,0.0,-297.0,-560.0,-56.0,-1.0,27.0,-3.0,-312.0,-313.0,35.0,-590.0,198618,-0.048837466896252124,-0.09213666435066159,-0.006041748482010667,-0.0005034790401675648,0.0,-0.14953327492976598,-0.29705263369885415,BUNCOMBE
-98.0,-183.0,-12.0,-1.0,0.0,-299.0,-562.0,-56.0,-1.0,26.0,-3.0,-313.0,-315.0,35.0,-593.0,198618,-0.049340945936421576,-0.09213666435066159,-0.006041748482010667,-0.0005034790401675648,0.0,-0.15054023301009778,-0.2985630708193554,BUNCOMBE
-123.0,-222.0,-14.0,-1.0,0.0,-356.0,-668.0,-59.0,-1.0,12.0,-7.0,-363.0,-383.0,30.0,-716.0,198618,-0.061927921940608144,-0.11177234691719562,-0.007048706562345797,-0.0005034790401675648,0.0,-0.17923853829964997,-0.36049099275996355,BUNCOMBE
-137.0,-236.0,-15.0,-1.0,0.0,-375.0,-714.0,-58.0,-1.0,9.0,-9.0,-382.0,-411.0,29.0,-764.0,198618,-0.06897662850295205,-0.11882105347954308,-0.007552185602513362,-0.0005034790401675648,0.0,-0.18880464006283404,-0.384657986688012,BUNCOMBE
-131.0,-320.0,-13.0,1.0,0.0,-435.0,-914.0,-64.0,-3.0,83.0,-15.0,-473.0,-530.0,105.0,-898.0,198618,-0.06595575426194955,-0.1611132928536172,-0.006545227522178232,0.000503479040167551,0.0,-0.21901338247288749,-0.4521241780704628,BUNCOMBE
188.0,-174.0,-23.0,3.0,1.0,-43.0,-349.0,-25.0,-2.0,328.0,17.0,-117.0,-219.0,288.0,-48.0,198618,0.09465405955150175,-0.08760535298915428,-0.01158001792385388,0.0015104371205026668,0.0005034790401675579,-0.02164959872720118,-0.02416699392803423,BUNCOMBE
443.0,148.0,-22.0,12.0,5.0,692.0,447.0,31.0,3.0,797.0,45.0,361.0,274.0,643.0,1278.0,198618,0.2230412147942289,0.07451489794479826,-0.011076538883686315,0.006041748482010695,0.0025173952008377895,0.34840749579595354,0.6434462133341441,BUNCOMBE
853.0,336.0,-15.0,25.0,5.0,1264.0,1073.0,75.0,4.0,1316.0,75.0,741.0,625.0,1102.0,2468.0,198618,0.4294676212629298,0.1691689574963,-0.007552185602513362,0.01258697600418894,0.0025173952008377895,0.6363975067717931,1.2425862711335327,BUNCOMBE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BURKE
9.0,4.0,0.0,0.0,0.0,3.0,16.0,1.0,0.0,-1.0,-1.0,5.0,10.0,1.0,16.0,70327,0.012797360899796217,0.005687715955463801,0.0,0.0,0.0,0.004265786966598739,0.022750863821855205,BURKE
10.0,9.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,-2.0,-2.0,6.0,13.0,1.0,20.0,70327,0.01421928988866128,0.012797360899796217,0.0,0.0,0.0,0.0014219289888650621,0.028438579777329664,BURKE
-10.0,-13.0,0.0,0.0,0.0,-11.0,-29.0,-2.0,-1.0,-2.0,-2.0,-20.0,-15.0,1.0,-34.0,70327,-0.014219289888664832,-0.01848507685526357,0.0,0.0,0.0,-0.015641218877529894,-0.04834558562146185,BURKE
-12.0,-15.0,0.0,0.0,0.0,-10.0,-32.0,-4.0,-1.0,0.0,-2.0,-21.0,-19.0,3.0,-37.0,70327,-0.01706314786639851,-0.02132893483299725,0.0,0.0,0.0,-0.01421928988866128,-0.05261137258806059,BURKE
-26.0,-29.0,-1.0,0.0,0.0,-27.0,-73.0,-7.0,-1.0,-2.0,-4.0,-40.0,-46.0,3.0,-83.0,70327,-0.03697015371052359,-0.04123594067712233,-0.0014219289888662834,0.0,0.0,-0.03839208269938865,-0.11802010607590319,BURKE
-65.0,251.0,2.0,0.0,1.0,186.0,249.0,15.0,0.0,111.0,9.0,159.0,129.0,87.0,375.0,70327,-0.09242538427631075,0.3569041762054397,0.0028438579777325668,0.0,0.0014219289888662903,0.2644787919291325,0.5332233708248566,BURKE
-92.0,252.0,2.0,0.0,2.0,217.0,215.0,15.0,0.0,151.0,10.0,152.0,98.0,131.0,381.0,70327,-0.1308174669756994,0.35832610519430474,0.0028438579777325668,0.0,0.0028438579777325876,0.30855859058398494,0.5417549447580541,BURKE
-100.0,270.0,0.0,5.0,2.0,229.0,227.0,15.0,0.0,164.0,9.0,159.0,105.0,142.0,406.0,70327,-0.14219289888663056,0.3839208269938972,0.0,0.007109644944331479,0.0028438579777325876,0.32562173845038345,0.5773031694797197,BURKE
-99.0,284.0,1.0,6.0,4.0,245.0,233.0,19.0,0.0,189.0,9.0,164.0,97.0,180.0,441.0,70327,-0.1407709698977655,0.4038278328380258,0.0014219289888662834,0.008531573933197777,0.005687715955465182,0.3483726022722422,0.6270706840900289,BURKE
-102.0,315.0,1.0,6.0,4.0,249.0,237.0,19.0,0.0,217.0,9.0,168.0,90.0,215.0,473.0,70327,-0.14503675686436424,0.4479076314928818,0.0014219289888662834,0.008531573933197777,0.005687715955465182,0.35406031822770956,0.6725724117337535,BURKE
-106.0,330.0,2.0,7.0,4.0,244.0,231.0,17.0,0.0,233.0,8.0,159.0,88.0,234.0,481.0,70327,-0.15072447281982804,0.4692365663258755,0.0028438579777325668,0.009953502922064074,0.005687715955465182,0.34695067328337714,0.6839478436446882,BURKE
-130.0,315.0,2.0,7.0,4.0,248.0,177.0,12.0,0.0,257.0,8.0,128.0,58.0,260.0,446.0,70327,-0.1848507685526215,0.4479076314928818,0.0028438579777325668,0.009953502922064074,0.005687715955465182,0.35263838923884094,0.6341803290343648,BURKE
-133.0,327.0,5.0,7.0,4.0,258.0,182.0,12.0,0.0,274.0,9.0,134.0,57.0,277.0,468.0,70327,-0.18911655551922024,0.4649707793592768,0.007109644944331472,0.009953502922064074,0.005687715955465182,0.3668576791275058,0.6654627667894175,BURKE
-140.0,342.0,5.0,7.0,3.0,277.0,191.0,12.0,-1.0,292.0,9.0,145.0,55.0,294.0,494.0,70327,-0.19907005844128278,0.48629971419227047,0.007109644944331472,0.009953502922064074,0.004265786966598885,0.3938743299159633,0.7024329204999447,BURKE
-143.0,360.0,5.0,9.0,4.0,296.0,204.0,11.0,-1.0,317.0,10.0,152.0,58.0,321.0,531.0,70327,-0.20333584540788152,0.5118944359918665,0.007109644944331472,0.012797360899796661,0.005687715955465182,0.4208909807044243,0.7550442930880052,BURKE
-156.0,367.0,6.0,9.0,4.0,303.0,180.0,8.0,-1.0,346.0,11.0,146.0,39.0,348.0,533.0,70327,-0.2218209222631451,0.521847938913929,0.008531573933197756,0.012797360899796661,0.005687715955465182,0.43084448362648686,0.7578881510657283,BURKE
-159.0,370.0,6.0,9.0,4.0,297.0,174.0,8.0,-1.0,346.0,10.0,146.0,33.0,348.0,527.0,70327,-0.22608670922974383,0.5261137258805277,0.008531573933197756,0.012797360899796661,0.005687715955465182,0.4223129096932894,0.7493565771325308,BURKE
-154.0,412.0,8.0,10.0,7.0,347.0,209.0,11.0,-1.0,411.0,12.0,174.0,51.0,405.0,630.0,70327,-0.21897706428541142,0.5858347434129136,0.011375431910930378,0.014219289888662959,0.009953502922064067,0.49340935913660644,0.8958152629857636,BURKE
-152.0,417.0,7.0,10.0,7.0,350.0,212.0,11.0,-1.0,417.0,13.0,175.0,54.0,410.0,639.0,70327,-0.21613320630767774,0.5929443883572425,0.00995350292206404,0.014219289888662959,0.009953502922064067,0.4976751461032052,0.9086126238855599,BURKE
-149.0,440.0,10.0,10.0,7.0,368.0,234.0,12.0,-1.0,441.0,14.0,193.0,62.0,431.0,686.0,70327,-0.211867419341079,0.6256487551011674,0.014219289888662945,0.014219289888662959,0.009953502922064067,0.5232698679027976,0.9754432863622782,BURKE
-165.0,435.0,10.0,10.0,7.0,377.0,205.0,6.0,-1.0,464.0,12.0,175.0,42.0,457.0,674.0,70327,-0.2346182831629413,0.6185391101568385,0.014219289888662945,0.014219289888662959,0.009953502922064067,0.5360672288025938,0.9583801384958832,BURKE
-168.0,471.0,13.0,10.0,8.0,430.0,214.0,9.0,-1.0,542.0,12.0,182.0,36.0,546.0,764.0,70327,-0.23888407012954005,0.6697285537560234,0.01848507685526185,0.014219289888662959,0.011375431910930364,0.6114294652125061,1.0863537474938454,BURKE
-166.0,500.0,12.0,10.0,10.0,453.0,220.0,9.0,0.0,590.0,14.0,183.0,34.0,602.0,819.0,70327,-0.23604021215180637,0.7109644944331457,0.017063147866395567,0.014219289888662959,0.014219289888662959,0.6441338319564309,1.1645598418814984,BURKE
-171.0,539.0,13.0,9.0,10.0,456.0,210.0,10.0,0.0,636.0,14.0,180.0,22.0,654.0,856.0,70327,-0.2431498570961388,0.7664197249989328,0.01848507685526185,0.012797360899796661,0.014219289888662959,0.6483996189230297,1.2171712144695448,BURKE
-172.0,577.0,13.0,9.0,11.0,481.0,229.0,10.0,0.0,680.0,13.0,188.0,29.0,702.0,919.0,70327,-0.24457178608500385,0.8204530265758514,0.01848507685526185,0.012797360899796661,0.015641218877529256,0.6839478436446882,1.3067527407681183,BURKE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CABARRUS
5.0,-1.0,0.0,0.0,0.0,10.0,-7.0,0.0,-1.0,22.0,3.0,-9.0,16.0,7.0,14.0,140011,0.0035711479812299274,-0.0007142295962481171,0.0,0.0,0.0,0.007142295962459855,0.009999214347445218,CABARRUS
7.0,-8.0,0.0,-1.0,0.0,-14.0,-26.0,-1.0,-4.0,15.0,3.0,-20.0,-1.0,5.0,-16.0,140011,0.004999607173719056,-0.005713836769970726,0.0,-0.0007142295962460146,0.0,-0.009999214347445218,-0.011427673539941452,CABARRUS
5.0,-5.0,-1.0,-1.0,0.0,-13.0,-23.0,-3.0,-4.0,15.0,3.0,-19.0,-1.0,5.0,-15.0,140011,0.0035711479812299274,-0.00357114798123348,-0.0007142295962460077,-0.0007142295962460146,0.0,-0.0092849847511971,-0.01071344394368623,CABARRUS
-12.0,-2.0,-4.0,-1.0,0.0,-31.0,-43.0,-17.0,-3.0,13.0,2.0,-27.0,-28.0,5.0,-50.0,140011,-0.008570755154952536,-0.0014284591924962342,-0.0028569183849840307,-0.0007142295962460146,0.0,-0.02214111748362768,-0.03571147981230638,CABARRUS
-45.0,-63.0,-5.0,-1.0,0.0,-101.0,-161.0,-43.0,-4.0,-7.0,-1.0,-97.0,-108.0,-10.0,-215.0,140011,-0.0321403318310729,-0.04499646456350348,-0.0035711479812300384,-0.0007142295962460146,0.0,-0.07213718922084666,-0.15355936319289754,CABARRUS
-144.0,-168.0,-7.0,-1.0,0.0,-200.0,-379.0,-105.0,-4.0,-32.0,-6.0,-222.0,-273.0,-25.0,-520.0,140011,-0.10284906185942688,-0.1199905721693284,-0.004999607173722054,-0.0007142295962460146,0.0,-0.1428459192492042,-0.37139939004792666,CABARRUS
-8.0,6.0,2.0,1.0,1.0,93.0,-228.0,-13.0,-5.0,341.0,25.0,-87.0,-111.0,293.0,95.0,140011,-0.005713836769970726,0.004285377577474492,0.0014284591924920154,0.0007142295962460077,0.0007142295962460077,0.06642335245088304,0.06785181164336507,CABARRUS
223.0,206.0,10.0,3.0,5.0,454.0,111.0,255.0,-5.0,540.0,75.0,285.0,241.0,375.0,901.0,140011,0.1592731999628576,0.1471312968266787,0.007142295962460077,0.002142688788738023,0.0035711479812300453,0.32426023669568593,0.6435208662176564,CABARRUS
295.0,276.0,10.0,3.0,5.0,498.0,137.0,279.0,-8.0,679.0,83.0,356.0,281.0,450.0,1087.0,140011,0.21069773089257282,0.19712736856389768,0.007142295962460077,0.002142688788738023,0.0035711479812300453,0.3556863389305107,0.7763675711194082,CABARRUS
403.0,357.0,5.0,2.0,6.0,635.0,275.0,332.0,-8.0,809.0,94.0,483.0,406.0,519.0,1408.0,140011,0.2878345272871421,0.25497996585982463,0.0035711479812300384,0.0014284591924920154,0.004285377577476053,0.45353579361621854,1.0056352715143788,CABARRUS
403.0,346.0,4.0,4.0,5.0,634.0,238.0,327.0,-8.0,839.0,94.0,458.0,384.0,554.0,1396.0,140011,0.2878345272871421,0.24712344030111666,0.0028569183849840307,0.0028569183849840307,0.0035711479812300453,0.4528215640199704,0.9970645163594298,CABARRUS
443.0,374.0,5.0,3.0,8.0,697.0,261.0,367.0,-8.0,910.0,98.0,505.0,414.0,611.0,1530.0,140011,0.3164037111369815,0.2671218689960071,0.0035711479812300384,0.002142688788738023,0.005713836769968068,0.4978180285834668,1.0927712822563933,CABARRUS
442.0,361.0,6.0,3.0,7.0,700.0,217.0,360.0,-8.0,950.0,99.0,479.0,394.0,646.0,1519.0,140011,0.3156894815407334,0.25783688424481,0.004285377577476046,0.002142688788738023,0.004999607173722061,0.49996071737220404,1.0849147566976853,CABARRUS
467.0,373.0,7.0,2.0,7.0,730.0,219.0,377.0,-7.0,997.0,102.0,481.0,411.0,694.0,1586.0,140011,0.3335452214468866,0.266407639399759,0.004999607173722054,0.0014284591924920154,0.004999607173722061,0.5213876052595907,1.1327681396461742,CABARRUS
491.0,390.0,4.0,2.0,9.0,780.0,238.0,393.0,-7.0,1052.0,110.0,506.0,429.0,741.0,1676.0,140011,0.3506867317567881,0.27854954253594144,0.0028569183849840307,0.0014284591924920154,0.006428066366214076,0.55709908507189,1.1970488033083058,CABARRUS
524.0,384.0,7.0,2.0,8.0,863.0,238.0,395.0,-6.0,1161.0,114.0,524.0,422.0,842.0,1788.0,140011,0.37425630843290847,0.27426416495846695,0.004999607173722054,0.0014284591924920154,0.005713836769968068,0.6163801415603061,1.2770425180878675,CABARRUS
578.0,436.0,11.0,4.0,10.0,971.0,258.0,409.0,-6.0,1349.0,120.0,544.0,450.0,1016.0,2010.0,140011,0.4128247066301931,0.31140410396325535,0.007856525558706084,0.0028569183849840307,0.007142295962460084,0.6935169379548753,1.4356014884544805,CABARRUS
605.0,446.0,15.0,4.0,10.0,1023.0,233.0,441.0,-6.0,1435.0,123.0,542.0,467.0,1094.0,2103.0,140011,0.4321089057288354,0.3185463999257152,0.010713443943690115,0.0028569183849840307,0.007142295962460084,0.7306568769596709,1.5020248409053494,CABARRUS
614.0,447.0,14.0,4.0,10.0,1022.0,225.0,442.0,-6.0,1450.0,123.0,542.0,462.0,1107.0,2111.0,140011,0.43853697209504716,0.3192606295219633,0.009999214347444108,0.0028569183849840307,0.007142295962460084,0.7299426473634227,1.50773867767532,CABARRUS
691.0,507.0,14.0,6.0,12.0,1126.0,277.0,491.0,-4.0,1592.0,128.0,598.0,521.0,1237.0,2356.0,140011,0.4935326510059923,0.36211440529672245,0.009999214347444108,0.004285377577476053,0.008570755154952113,0.8042225253730066,1.68272492875559,CABARRUS
717.0,549.0,18.0,6.0,14.0,1168.0,291.0,498.0,-4.0,1687.0,128.0,611.0,534.0,1327.0,2472.0,140011,0.5121026205083865,0.3921120483390581,0.012856132732428138,0.004285377577476053,0.009999214347444128,0.8342201684153423,1.76557556192013,CABARRUS
704.0,572.0,24.0,8.0,15.0,1229.0,144.0,453.0,-4.0,1959.0,128.0,531.0,426.0,1595.0,2552.0,140011,0.5028176357571894,0.40853932905271506,0.017141510309904184,0.005713836769968068,0.010713443943690136,0.8777881737863495,1.822713929619809,CABARRUS
748.0,616.0,23.0,8.0,15.0,1293.0,128.0,468.0,-3.0,2110.0,132.0,520.0,455.0,1728.0,2703.0,140011,0.5342437379920142,0.43996543128753984,0.016427280713658177,0.005713836769968068,0.010713443943690136,0.923498867946094,1.9305625986529549,CABARRUS
770.0,658.0,26.0,9.0,16.0,1344.0,53.0,485.0,-3.0,2288.0,139.0,490.0,420.0,1913.0,2823.0,140011,0.5499567891094266,0.4699630743298755,0.0185699695023962,0.006428066366214083,0.011427673539936144,0.9599245773546343,2.0162701502024873,CABARRUS
807.0,694.0,29.0,7.0,16.0,1429.0,18.0,492.0,-2.0,2474.0,141.0,484.0,404.0,2094.0,2982.0,140011,0.5763832841705288,0.49567533979472955,0.020712658291134223,0.004999607173722061,0.011427673539936144,1.0206340930355466,2.129832656005604,CABARRUS
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CALDWELL
1.0,-2.0,-1.0,0.0,0.0,-6.0,-5.0,-1.0,0.0,-2.0,0.0,-3.0,-3.0,-2.0,-8.0,63099,0.0015848111697494005,-0.003169622339498801,-0.0015848111697491785,0.0,0.0,-0.00950886701849285,-0.012678489357995204,CALDWELL
-2.0,-3.0,-1.0,0.0,0.0,-9.0,-9.0,-2.0,0.0,-4.0,-1.0,-6.0,-6.0,-3.0,-15.0,63099,-0.003169622339498801,-0.0047544335092482015,-0.0015848111697491785,0.0,0.0,-0.014263300527741052,-0.023772167546241008,CALDWELL
-2.0,-3.0,-1.0,0.0,0.0,-10.0,-10.0,-2.0,0.0,-4.0,-1.0,-7.0,-6.0,-3.0,-16.0,63099,-0.003169622339498801,-0.0047544335092482015,-0.0015848111697491785,0.0,0.0,-0.015848111697490452,-0.025356978715990408,CALDWELL
-20.0,-30.0,-2.0,0.0,0.0,-20.0,-61.0,-5.0,-1.0,-5.0,-1.0,-35.0,-32.0,-5.0,-72.0,63099,-0.031696223394980905,-0.047544335092467804,-0.003169622339498246,0.0,0.0,-0.031696223394980905,-0.11410640422194263,CALDWELL
-31.0,-36.0,-3.0,0.0,0.0,-18.0,-74.0,-7.0,-1.0,-6.0,0.0,-36.0,-46.0,-6.0,-88.0,63099,-0.04912914626222076,-0.05705320211096421,-0.004754433509247424,0.0,0.0,-0.028526601055482104,-0.13946338293791882,CALDWELL
-64.0,220.0,-13.0,3.0,1.0,147.0,207.0,6.0,-4.0,85.0,20.0,135.0,89.0,70.0,294.0,63099,-0.10142791486394387,0.34865845734481127,-0.020602545206738654,0.004754433509247376,0.001584811169749123,0.2329672419531228,0.4659344839062385,CALDWELL
-164.0,96.0,-14.0,3.0,0.0,97.0,-59.0,-5.0,-5.0,87.0,21.0,-21.0,-36.0,75.0,18.0,63099,-0.2599090318388555,0.15214187229592113,-0.02218735637648772,0.004754433509247376,0.0,0.15372668346566698,0.02852660105548921,CALDWELL
-237.0,44.0,-14.0,3.0,0.0,64.0,-207.0,-20.0,-6.0,93.0,20.0,-108.0,-116.0,84.0,-140.0,63099,-0.3756002472305404,0.06973169146896652,-0.02218735637648772,0.004754433509247376,0.0,0.10142791486394387,-0.22187356376487344,CALDWELL
-256.0,33.0,-14.0,3.0,1.0,62.0,-253.0,-27.0,-6.0,115.0,19.0,-149.0,-140.0,118.0,-171.0,63099,-0.4057116594557755,0.05229876860172311,-0.02218735637648772,0.004754433509247376,0.001584811169749123,0.09825829252444862,-0.27100271002710485,CALDWELL
-267.0,45.0,-14.0,3.0,1.0,83.0,-257.0,-28.0,-6.0,142.0,20.0,-153.0,-144.0,148.0,-149.0,63099,-0.42314458232301533,0.07131650263871592,-0.02218735637648772,0.004754433509247376,0.001584811169749123,0.13153932708917893,-0.23613686429261804,CALDWELL
-267.0,56.0,-15.0,4.0,2.0,99.0,-241.0,-28.0,-7.0,155.0,22.0,-146.0,-138.0,163.0,-121.0,63099,-0.42314458232301533,0.08874942550595222,-0.0237721675462369,0.006339244678996499,0.003169622339498246,0.15689630580516578,-0.19176215153964904,CALDWELL
-263.0,75.0,-14.0,4.0,2.0,105.0,-232.0,-24.0,-7.0,172.0,21.0,-138.0,-135.0,182.0,-91.0,63099,-0.4168053376440177,0.11886083773118372,-0.02218735637648772,0.006339244678996499,0.003169622339498246,0.16640517282365863,-0.14421781644716702,CALDWELL
-299.0,71.0,-15.0,4.0,2.0,98.0,-286.0,-30.0,-7.0,184.0,22.0,-175.0,-160.0,196.0,-139.0,63099,-0.4738585397549855,0.11252159305219323,-0.0237721675462369,0.006339244678996499,0.003169622339498246,0.15531149463541638,-0.22028875259512404,CALDWELL
-298.0,69.0,-14.0,4.0,2.0,111.0,-286.0,-29.0,-7.0,196.0,23.0,-176.0,-155.0,205.0,-126.0,63099,-0.47227372858523964,0.10935197071269442,-0.02218735637648772,0.006339244678996499,0.003169622339498246,0.17591403984215503,-0.19968620738838183,CALDWELL
-295.0,76.0,-14.0,4.0,2.0,118.0,-285.0,-29.0,-7.0,212.0,25.0,-174.0,-156.0,221.0,-109.0,63099,-0.46751929507599144,0.12044564890093312,-0.02218735637648772,0.006339244678996499,0.003169622339498246,0.18700771803039729,-0.17274441750265623,CALDWELL
-282.0,89.0,-15.0,4.0,2.0,131.0,-273.0,-25.0,-7.0,234.0,27.0,-162.0,-154.0,245.0,-71.0,63099,-0.4469167498692528,0.14104819410767533,-0.0237721675462369,0.006339244678996499,0.003169622339498246,0.20761026323713594,-0.11252159305219323,CALDWELL
-309.0,60.0,-14.0,3.0,3.0,131.0,-347.0,-29.0,-7.0,257.0,29.0,-198.0,-195.0,267.0,-126.0,63099,-0.4897066514524795,0.09508867018494982,-0.02218735637648772,0.004754433509247376,0.004754433509247376,0.20761026323713594,-0.19968620738838183,CALDWELL
-311.0,86.0,-12.0,3.0,4.0,139.0,-341.0,-28.0,-7.0,285.0,29.0,-195.0,-192.0,296.0,-91.0,63099,-0.4928762737919783,0.13629376059842713,-0.019017734036989475,0.004754433509247376,0.006339244678996499,0.22028875259513114,-0.14421781644716702,CALDWELL
-309.0,93.0,-13.0,3.0,4.0,145.0,-337.0,-26.0,-7.0,293.0,29.0,-189.0,-193.0,305.0,-77.0,63099,-0.4897066514524795,0.14738743878667293,-0.020602545206738654,0.004754433509247376,0.006339244678996499,0.229797619613624,-0.12203046007067542,CALDWELL
-315.0,97.0,-13.0,3.0,4.0,153.0,-338.0,-29.0,-7.0,303.0,28.0,-185.0,-204.0,318.0,-71.0,63099,-0.49921551847097234,0.15372668346567053,-0.020602545206738654,0.004754433509247376,0.006339244678996499,0.24247610897161564,-0.11252159305219323,CALDWELL
-311.0,107.0,-13.0,3.0,4.0,165.0,-327.0,-29.0,-7.0,318.0,27.0,-180.0,-199.0,334.0,-45.0,63099,-0.4928762737919783,0.16957479516315743,-0.020602545206738654,0.004754433509247376,0.006339244678996499,0.26149384300860845,-0.07131650263870881,CALDWELL
-321.0,163.0,-12.0,4.0,3.0,202.0,-331.0,-33.0,-7.0,410.0,27.0,-188.0,-203.0,430.0,39.0,63099,-0.5087243854894687,0.25832422066910965,-0.019017734036989475,0.006339244678996499,0.004754433509247376,0.3201318562893256,0.06180763562021241,CALDWELL
-342.0,173.0,-10.0,4.0,4.0,197.0,-376.0,-36.0,-7.0,445.0,27.0,-220.0,-225.0,471.0,26.0,63099,-0.542005420054199,0.27417233236660365,-0.01584811169749123,0.006339244678996499,0.006339244678996499,0.3122078004405786,0.04120509041348441,CALDWELL
-343.0,197.0,-12.0,4.0,4.0,213.0,-366.0,-37.0,-7.0,473.0,29.0,-219.0,-228.0,510.0,63.0,63099,-0.5435902312239485,0.31220780044058216,-0.019017734036989475,0.006339244678996499,0.006339244678996499,0.33756477915656546,0.09984310369419802,CALDWELL
-342.0,241.0,-11.0,4.0,6.0,229.0,-343.0,-36.0,-7.0,513.0,30.0,-201.0,-225.0,553.0,127.0,63099,-0.542005420054199,0.3819394919095416,-0.017432922867240408,0.006339244678996499,0.009508867018494745,0.3629217578725523,0.20127101855814544,CALDWELL
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAMDEN
0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,7869,0.0,-0.012708095056552793,0.0,0.0,0.0,0.012708095056552793,0.0,CAMDEN
0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,7869,0.0,-0.012708095056552793,0.0,0.0,0.0,0.012708095056552793,0.0,CAMDEN
0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-2.0,7869,0.0,-0.025416190113105586,0.0,0.0,0.0,0.0,-0.025416190113091375,CAMDEN
-1.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,7869,-0.01270809505654924,-0.012708095056552793,0.0,0.0,0.0,0.0,-0.025416190113091375,CAMDEN
