"GEO_ID","NAME","B05003_001E","B05003_001M","B05003_002E","B05003_002M","B05003_003E","B05003_003M","B05003_004E","B05003_004M","B05003_005E","B05003_005M","B05003_006E","B05003_006M","B05003_007E","B05003_007M","B05003_008E","B05003_008M","B05003_009E","B05003_009M","B05003_010E","B05003_010M","B05003_011E","B05003_011M","B05003_012E","B05003_012M","B05003_013E","B05003_013M","B05003_014E","B05003_014M","B05003_015E","B05003_015M","B05003_016E","B05003_016M","B05003_017E","B05003_017M","B05003_018E","B05003_018M","B05003_019E","B05003_019M","B05003_020E","B05003_020M","B05003_021E","B05003_021M","B05003_022E","B05003_022M","B05003_023E","B05003_023M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Under 18 years","Margin of Error!!Total!!Male!!Under 18 years","Estimate!!Total!!Male!!Under 18 years!!Native","Margin of Error!!Total!!Male!!Under 18 years!!Native","Estimate!!Total!!Male!!Under 18 years!!Foreign born","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Male!!18 years and over","Margin of Error!!Total!!Male!!18 years and over","Estimate!!Total!!Male!!18 years and over!!Native","Margin of Error!!Total!!Male!!18 years and over!!Native","Estimate!!Total!!Male!!18 years and over!!Foreign born","Margin of Error!!Total!!Male!!18 years and over!!Foreign born","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Male!!18 years and over!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Under 18 years","Margin of Error!!Total!!Female!!Under 18 years","Estimate!!Total!!Female!!Under 18 years!!Native","Margin of Error!!Total!!Female!!Under 18 years!!Native","Estimate!!Total!!Female!!Under 18 years!!Foreign born","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!Under 18 years!!Foreign born!!Not a U.S. citizen","Estimate!!Total!!Female!!18 years and over","Margin of Error!!Total!!Female!!18 years and over","Estimate!!Total!!Female!!18 years and over!!Native","Margin of Error!!Total!!Female!!18 years and over!!Native","Estimate!!Total!!Female!!18 years and over!!Foreign born","Margin of Error!!Total!!Female!!18 years and over!!Foreign born","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Naturalized U.S. citizen","Estimate!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen","Margin of Error!!Total!!Female!!18 years and over!!Foreign born!!Not a U.S. citizen"
"0500000US37109","Lincoln County, North Carolina","81441","*****","40372","156","9052","118","8866","141","186","110","67","62","119","89","31320","103","29438","179","1882","180","867","191","1015","205","41069","156","8510","122","8437","143","73","57","28","34","45","57","32559","93","30769","192","1790","200","818","220","972","158"
"0500000US37133","Onslow County, North Carolina","193912","*****","107681","238","24138","145","23939","215","199","149","48","65","151","108","83543","168","80150","516","3393","467","2478","437","915","277","86231","238","23217","125","23073","174","144","111","17","27","127","108","63014","190","59066","554","3948","572","2495","422","1453","414"
"0500000US37135","Orange County, North Carolina","142938","*****","68187","67","14738","47","13735","291","1003","281","403","237","600","182","53449","41","44816","372","8633","374","3498","364","5135","420","74751","67","13788","47","12907","233","881","229","405","165","476","149","60963","42","52496","441","8467","443","3808","398","4659","443"
"0500000US37163","Sampson County, North Carolina","63561","*****","31231","37","7983","36","7725","134","258","136","28","40","230","130","23248","11","19807","209","3441","211","786","195","2655","256","32330","37","7677","36","7561","91","116","84","28","40","88","86","24653","11","22237","227","2416","226","390","125","2026","222"
"0500000US37197","Yadkin County, North Carolina","37665","*****","18666","150","4258","126","4173","153","85","90","33","53","52","70","14408","62","13384","148","1024","167","279","134","745","165","18999","150","3803","128","3754","138","49","62","0","26","49","62","15196","58","14471","98","725","87","178","74","547","89"
"0500000US37011","Avery County, North Carolina","17501","*****","9488","63","1325","60","1322","61","3","6","3","6","0","19","8163","20","7833","116","330","114","104","56","226","97","8013","63","1382","60","1359","64","23","27","23","27","0","19","6631","20","6412","88","219","95","53","46","166","82"
"0500000US37023","Burke County, North Carolina","89712","*****","44798","198","9108","190","8976","177","132","81","10","16","122","76","35690","61","33774","235","1916","233","822","149","1094","238","44914","198","8294","190","8108","218","186","114","93","85","93","67","36620","61","34906","188","1714","179","825","163","889","154"
"0500000US37033","Caswell County, North Carolina","22746","*****","11393","77","2111","67","2111","67","0","23","0","23","0","23","9282","36","8980","84","302","89","68","47","234","87","11353","77","2200","69","2169","69","31","53","0","23","31","53","9153","37","8919","58","234","68","105","50","129","52"
"0500000US37059","Davie County, North Carolina","41991","*****","20374","146","4609","128","4570","123","39","37","22","36","17","27","15765","89","14983","150","782","146","156","77","626","131","21617","146","4429","145","4181","141","248","124","165","106","83","77","17188","75","16289","145","899","163","373","178","526","163"
"0500000US37061","Duplin County, North Carolina","59062","*****","28780","115","7439","110","7138","186","301","156","19","31","282","154","21341","86","17800","245","3541","228","538","191","3003","274","30282","115","6949","86","6615","186","334","179","104","107","230","126","23333","99","20525","287","2808","279","400","179","2408","323"
"0500000US37063","Durham County, North Carolina","306457","*****","146535","118","33358","113","32031","321","1327","306","166","81","1161","288","113177","40","92417","723","20760","723","6026","589","14734","759","159922","118","32279","114","30780","336","1499","356","234","130","1265","309","127643","24","108936","766","18707","762","6399","571","12308","582"
"0500000US37105","Lee County, North Carolina","60125","*****","29225","159","7481","113","7268","145","213","113","71","63","142","105","21744","91","18484","210","3260","214","1209","276","2051","268","30900","159","7389","118","7224","201","165","155","45","52","120","144","23511","78","20933","297","2578","302","960","211","1618","301"
"0500000US37129","New Hanover County, North Carolina","224231","*****","107274","177","21738","170","21188","220","550","206","231","173","319","135","85536","124","80674","467","4862","481","2381","401","2481","340","116957","177","20655","151","20257","202","398","146","160","102","238","131","96302","82","90738","486","5564","476","3042","434","2522","307"
"0500000US37191","Wayne County, North Carolina","124002","*****","60640","91","15147","81","14755","168","392","150","161","114","231","128","45493","32","41305","426","4188","420","1140","273","3048","363","63362","91","14462","80","14080","151","382","136","57","54","325","135","48900","32","44255","337","4645","338","1149","238","3496","301"
"0500000US37165","Scotland County, North Carolina","35262","*****","17398","83","4133","70","4133","70","0","26","0","26","0","26","13265","58","12814","106","451","93","183","70","268","75","17864","83","3977","64","3945","73","32","38","0","26","32","38","13887","50","13564","74","323","89","139","51","184","76"
"0500000US37083","Halifax County, North Carolina","51737","*****","24959","148","5814","146","5674","144","140","90","0","29","140","90","19145","26","18745","122","400","128","198","76","202","129","26778","148","5361","147","5300","129","61","67","0","29","61","67","21417","28","20997","109","420","111","223","104","197","80"
"0500000US37001","Alamance County, North Carolina","160576","*****","76259","43","18574","42","18371","106","203","98","56","69","147","69","57685","17","51710","357","5975","357","1670","382","4305","313","84317","43","17629","42","17262","168","367","166","85","71","282","162","66688","10","60578","406","6110","407","2015","339","4095","389"
"0500000US37087","Haywood County, North Carolina","60433","*****","29220","79","5735","79","5692","112","43","66","0","29","43","66","23485","89","22665","140","820","138","368","129","452","151","31213","79","5334","70","5318","74","16","20","7","14","9","14","25879","44","25219","132","660","148","324","118","336","103"
"0500000US37005","Alleghany County, North Carolina","10973","*****","5386","96","916","93","916","93","0","19","0","19","0","19","4470","39","4113","64","357","55","52","32","305","68","5587","96","1027","94","1022","96","5","8","0","19","5","8","4560","40","4388","80","172","73","85","35","87","54"
"0500000US37045","Cleveland County, North Carolina","97159","*****","46856","202","10984","164","10920","164","64","49","20","32","44","43","35872","122","34697","223","1175","187","514","177","661","150","50303","202","10468","177","10313","151","155","118","6","12","149","117","39835","76","38901","205","934","185","356","120","578","180"
"0500000US37077","Granville County, North Carolina","58874","*****","30046","120","6407","77","6334","102","73","59","34","51","39","34","23639","84","22323","227","1316","213","518","149","798","204","28828","120","5865","78","5827","76","38","35","10","13","28","34","22963","84","21737","199","1226","189","629","174","597","137"
"0500000US37093","Hoke County, North Carolina","53239","*****","26320","106","7590","85","7475","73","115","64","51","50","64","48","18730","42","17542","209","1188","207","368","127","820","194","26919","106","7260","85","7090","147","170","114","108","95","62","54","19659","42","17996","220","1663","224","569","157","1094","196"
"0500000US37097","Iredell County, North Carolina","172525","*****","84936","38","20631","37","20348","123","283","116","89","46","194","108","64305","*****","58886","403","5419","404","1724","270","3695","440","87589","38","19809","37","19480","118","329","115","85","45","244","108","67780","*****","62895","350","4885","350","1987","243","2898","358"
"0500000US37147","Pitt County, North Carolina","177372","*****","83620","154","19883","143","19583","172","300","153","57","57","243","142","63737","50","59866","385","3871","381","1268","245","2603","353","93752","154","18602","144","18308","292","294","260","161","191","133","165","75150","51","71348","402","3802","396","1423","268","2379","354"
"0500000US37039","Cherokee County, North Carolina","27668","*****","13583","128","2497","78","2497","78","0","23","0","23","0","23","11086","89","10651","129","435","128","239","99","196","88","14085","128","2274","75","2274","75","0","23","0","23","0","23","11811","90","11528","123","283","83","177","77","106","61"
"0500000US37193","Wilkes County, North Carolina","68460","*****","33719","158","7247","131","7180","133","67","58","6","11","61","59","26472","108","24923","218","1549","239","397","145","1152","251","34741","158","7008","146","6901","171","107","90","0","29","107","90","27733","109","26660","161","1073","173","340","151","733","140"
"0500000US37003","Alexander County, North Carolina","37119","*****","18942","194","3813","139","3813","139","0","26","0","26","0","26","15129","115","14539","136","590","81","146","71","444","79","18177","194","3805","141","3673","214","132","123","0","26","132","123","14372","112","13784","190","588","161","160","62","428","165"
"0500000US37031","Carteret County, North Carolina","68920","*****","33839","67","6481","47","6454","45","27","20","5","8","22","20","27358","44","26355","193","1003","194","478","149","525","128","35081","67","5933","48","5849","55","84","34","38","32","46","28","29148","44","27973","205","1175","204","581","125","594","145"
"0500000US37139","Pasquotank County, North Carolina","39479","*****","19146","185","4302","128","4291","120","11","19","0","26","11","19","14844","108","14232","131","612","182","273","126","339","121","20333","185","4473","166","4288","79","185","123","185","123","0","26","15860","50","15119","194","741","190","423","150","318","162"
"0500000US37173","Swain County, North Carolina","14254","*****","6799","132","1528","117","1456","116","72","80","23","31","49","74","5271","94","5094","49","177","86","14","22","163","83","7455","132","1668","118","1646","122","22","34","22","34","0","19","5787","93","5673","91","114","85","87","60","27","31"
"0500000US37007","Anson County, North Carolina","25306","*****","13285","125","2452","87","2415","66","37","56","0","23","37","56","10833","143","10308","119","525","198","195","145","330","157","12021","125","2484","117","2469","117","15","26","15","26","0","23","9537","147","9361","96","176","86","71","31","105","77"
"0500000US37069","Franklin County, North Carolina","64902","*****","32281","113","7528","82","7409","107","119","69","24","32","95","62","24753","86","22747","330","2006","311","676","196","1330","244","32621","113","7046","92","6900","97","146","90","67","63","79","61","25575","65","24259","220","1316","225","430","169","886","152"
"0500000US37113","Macon County, North Carolina","34410","*****","16630","124","3354","126","3298","94","56","96","0","26","56","96","13276","119","12400","128","876","110","210","78","666","108","17780","124","3034","116","2940","90","94","101","25","43","69","84","14746","108","14001","142","745","114","295","81","450","90"
"0500000US37175","Transylvania County, North Carolina","33513","*****","16045","144","2764","114","2764","114","0","26","0","26","0","26","13281","128","12648","184","633","157","156","90","477","127","17468","144","2609","107","2589","104","20","26","12","22","8","14","14859","123","14253","182","606","167","316","110","290","113"
"0500000US37047","Columbus County, North Carolina","56293","*****","27981","143","6228","105","6203","105","25","30","0","29","25","30","21753","103","20863","188","890","196","343","102","547","195","28312","143","5951","101","5892","104","59","52","0","29","59","52","22361","123","21495","169","866","183","309","160","557","170"
"0500000US37123","Montgomery County, North Carolina","27338","*****","13546","122","3340","107","3256","134","84","76","0","23","84","76","10206","84","9025","135","1181","146","280","138","901","134","13792","122","2885","104","2829","122","56","61","30","44","26","41","10907","78","9829","102","1078","122","306","112","772","152"
"0500000US37153","Richmond County, North Carolina","45189","*****","22124","179","5373","163","5317","169","56","50","1","2","55","50","16751","128","15830","135","921","98","226","92","695","108","23065","179","5085","157","5084","158","1","2","1","2","0","26","17980","82","17152","127","828","129","378","142","450","111"
"0500000US37171","Surry County, North Carolina","72099","*****","34858","93","7691","81","7536","142","155","115","8","12","147","115","27167","46","25412","169","1755","165","533","140","1222","174","37241","93","7912","81","7625","140","287","123","70","51","217","110","29329","46","27707","173","1622","171","699","147","923","156"
"0500000US37021","Buncombe County, North Carolina","254474","*****","122297","136","25002","145","24575","262","427","213","172","127","255","181","97295","40","90860","541","6435","539","2439","345","3996","500","132177","136","23311","107","22684","222","627","204","333","155","294","167","108866","110","101801","537","7065","522","3518","394","3547","479"
"0500000US37025","Cabarrus County, North Carolina","201448","*****","98094","88","26861","71","26128","256","733","247","239","141","494","176","71233","70","63958","537","7275","519","2429","424","4846","456","103354","88","25525","71","25139","151","386","129","87","50","299","123","77829","71","70191","628","7638","598","3433","415","4205","414"
"0500000US37057","Davidson County, North Carolina","164664","*****","80508","144","18783","114","18312","173","471","152","120","86","351","146","61725","107","58008","302","3717","340","1185","287","2532","400","84156","144","18047","114","17777","182","270","142","11","20","259","141","66109","108","62253","281","3856","319","1384","260","2472","272"
"0500000US37091","Hertford County, North Carolina","24153","*****","11947","83","2378","84","2339","74","39","33","36","32","3","5","9569","25","9070","116","499","122","100","52","399","124","12206","83","2254","79","2254","79","0","23","0","23","0","23","9952","22","9692","64","260","59","127","48","133","59"
"0500000US37141","Pender County, North Carolina","59020","*****","29239","229","6620","190","6566","193","54","52","29","37","25","38","22619","135","21449","207","1170","165","185","88","985","158","29781","229","6605","204","6588","201","17","20","10","16","7","12","23176","101","22032","202","1144","208","535","171","609","175"
"0500000US37189","Watauga County, North Carolina","54117","*****","27145","155","3709","108","3685","115","24","39","0","29","24","39","23436","137","22477","256","959","246","470","211","489","105","26972","155","3357","118","3332","111","25","27","0","29","25","27","23615","107","22969","189","646","174","289","98","357","160"
"0500000US37177","Tyrrell County, North Carolina","4119","*****","2365","109","272","74","272","74","0","12","0","12","0","12","2093","128","2052","130","41","31","6","11","35","25","1754","109","258","83","258","83","0","12","0","12","0","12","1496","109","1435","122","61","37","14","23","47","30"
"0400000US37","North Carolina","10155624","*****","4944759","1509","1170545","1074","1140426","1548","30119","1321","6709","596","23410","1340","3774214","915","3399091","3480","375123","3370","136670","2723","238453","3473","5210865","1509","1122071","1032","1092378","1572","29693","1434","8573","760","21120","1248","4088794","831","3724113","3722","364681","3848","153307","3019","211374","3571"
