"GEO_ID","NAME","B05003I_001E","B05003I_001M","B05003I_002E","B05003I_002M","B05003I_003E","B05003I_003M","B05003I_004E","B05003I_004M","B05003I_005E","B05003I_005M","B05003I_006E","B05003I_006M","B05003I_007E","B05003I_007M","B05003I_008E","B05003I_008M","B05003I_009E","B05003I_009M","B05003I_010E","B05003I_010M","B05003I_011E","B05003I_011M","B05003I_012E","B05003I_012M","B05003I_013E","B05003I_013M","B05003I_014E","B05003I_014M","B05003I_015E","B05003I_015M","B05003I_016E","B05003I_016M","B05003I_017E","B05003I_017M","B05003I_018E","B05003I_018M","B05003I_019E","B05003I_019M","B05003I_020E","B05003I_020M","B05003I_021E","B05003I_021M","B05003I_022E","B05003I_022M","B05003I_023E","B05003I_023M"
"0500000US37095","Hyde County, North Carolina","536","129","294","102","123","81","123","81","0","17","0","17","0","17","171","48","50","43","121","50","41","40","80","70","242","91","80","66","80","66","0","17","0","17","0","17","162","49","44","53","118","60","22","39","96","56"
"0500000US37119","Mecklenburg County, North Carolina","137405","*****","69818","*****","25541","*****","22652","446","2889","446","323","134","2566","437","44277","*****","11671","731","32606","731","6973","602","25633","786","67587","*****","24802","*****","22446","378","2356","378","270","108","2086","380","42785","*****","12588","773","30197","773","7868","557","22329","826"
"0500000US37131","Northampton County, North Carolina","427","*****","251","43","130","47","130","47","0","23","0","23","0","23","121","8","52","38","69","37","0","23","69","37","176","43","56","47","56","47","0","23","0","23","0","23","120","8","74","40","46","37","6","7","40","37"
"0500000US37159","Rowan County, North Carolina","11986","*****","6387","*****","2647","*****","2569","87","78","87","9","14","69","84","3740","*****","1374","220","2366","220","404","161","1962","254","5599","*****","2436","*****","2203","152","233","152","0","29","233","152","3163","*****","1240","238","1923","238","617","241","1306","311"
"0500000US37181","Vance County, North Carolina","3369","*****","1764","70","724","56","641","91","83","58","24","29","59","61","1040","37","202","100","838","115","191","120","647","118","1605","70","783","55","732","42","51","46","0","26","51","46","822","36","327","109","495","104","150","92","345","94"
"0500000US37053","Currituck County, North Carolina","981","*****","552","68","263","59","263","59","0","23","0","23","0","23","289","28","232","46","57","43","12","19","45","40","429","68","91","59","84","56","7","12","0","23","7","12","338","28","247","59","91","54","91","54","0","23"
"0500000US37179","Union County, North Carolina","25045","*****","12732","*****","5141","*****","4834","132","307","132","106","72","201","120","7591","*****","2332","317","5259","317","1249","233","4010","342","12313","*****","4977","*****","4724","98","253","98","54","44","199","95","7336","*****","2871","346","4465","346","1257","260","3208","363"
"0500000US37067","Forsyth County, North Carolina","46913","*****","23794","*****","10288","*****","9723","200","565","201","71","67","494","181","13506","*****","4258","407","9248","407","2119","367","7129","522","23119","*****","9900","*****","9154","187","746","186","228","119","518","156","13219","*****","4263","384","8956","385","2469","307","6487","454"
"0500000US37127","Nash County, North Carolina","6408","*****","3366","*****","1329","*****","1303","27","26","27","17","25","9","10","2037","*****","710","121","1327","121","268","101","1059","132","3042","*****","1306","*****","1235","52","71","52","13","18","58","50","1736","*****","698","161","1038","161","305","120","733","167"
"0500000US37017","Bladen County, North Carolina","2523","*****","1287","99","489","92","463","83","26","37","0","26","26","37","798","46","111","80","687","80","90","81","597","100","1236","99","551","92","529","98","22","30","0","26","22","30","685","46","158","78","527","96","91","84","436","97"
"0500000US37055","Dare County, North Carolina","2567","*****","1341","140","479","141","442","154","37","60","0","26","37","60","862","*****","273","102","589","101","107","70","482","117","1226","140","519","140","471","145","48","74","0","26","48","74","707","*****","265","135","442","135","69","44","373","133"
"0500000US37185","Warren County, North Carolina","753","*****","423","52","166","54","79","73","87","52","0","23","87","52","257","13","119","69","138","67","4","8","134","68","330","52","115","54","86","31","29","39","0","23","29","39","215","13","119","50","96","49","13","15","83","45"
"0500000US37195","Wilson County, North Carolina","8310","*****","4290","97","1744","96","1638","88","106","82","0","29","106","82","2546","*****","869","192","1677","192","232","91","1445","190","4020","97","1857","97","1819","107","38","40","0","29","38","40","2163","*****","789","145","1374","145","339","148","1035","151"
"0500000US37015","Bertie County, North Carolina","408","*****","239","65","31","39","12","19","19","33","0","19","19","33","208","63","155","78","53","36","0","19","53","36","169","66","92","53","92","53","0","19","0","19","0","19","77","34","55","34","22","20","0","19","22","20"
"0500000US37073","Gates County, North Carolina","41","63","25","40","9","14","9","14","0","19","0","19","0","19","16","27","16","27","0","19","0","19","0","19","16","24","0","19","0","19","0","19","0","19","0","19","16","24","16","24","0","19","0","19","0","19"
"0500000US37075","Graham County, North Carolina","129","82","72","65","16","36","16","36","0","17","0","17","0","17","56","57","11","13","45","57","0","17","45","57","57","45","27","44","27","44","0","17","0","17","0","17","30","25","3","6","27","24","19","20","8","12"
"0500000US37117","Martin County, North Carolina","895","*****","518","88","264","87","264","87","0","23","0","23","0","23","254","16","176","47","78","44","17","22","61","41","377","88","128","88","128","88","0","23","0","23","0","23","249","16","90","61","159","60","23","37","136","60"
"0500000US37115","Madison County, North Carolina","514","*****","205","77","27","31","16","22","11","20","11","20","0","23","178","76","92","62","86","51","0","23","86","51","309","77","123","63","123","63","0","23","0","23","0","23","186","42","137","52","49","34","20","29","29","34"
"0500000US37137","Pamlico County, North Carolina","477","*****","224","20","78","21","78","21","0","19","0","19","0","19","146","7","58","21","88","20","7","9","81","20","253","20","96","21","95","22","1","4","1","4","0","19","157","7","86","38","71","39","15","13","56","41"
"0500000US37143","Perquimans County, North Carolina","346","*****","194","45","84","19","84","19","0","19","0","19","0","19","110","42","79","58","31","36","0","19","31","36","152","45","47","19","47","19","0","19","0","19","0","19","105","42","78","53","27","36","0","19","27","36"
"0500000US37149","Polk County, North Carolina","1184","*****","511","78","150","65","139","66","11","17","11","17","0","23","361","33","203","61","158","77","54","48","104","69","673","78","311","64","291","69","20","22","11","17","9","14","362","33","164","64","198","60","98","52","100","57"
"0500000US37151","Randolph County, North Carolina","16069","*****","8467","*****","3411","*****","3271","78","140","77","25","40","115","65","5056","*****","1226","208","3830","208","603","181","3227","279","7602","*****","3261","*****","3094","116","167","116","0","29","167","116","4341","*****","1227","226","3114","226","606","181","2508","286"
"0500000US37157","Rockingham County, North Carolina","5496","*****","2950","107","1117","73","992","125","125","110","0","29","125","110","1833","67","752","196","1081","226","303","136","778","247","2546","108","1146","73","1005","100","141","114","19","34","122","109","1400","67","304","112","1096","110","390","159","706","157"
"0500000US37169","Stokes County, North Carolina","1314","*****","661","146","143","73","143","73","0","26","0","26","0","26","518","119","256","160","262","99","47","76","215","106","653","146","299","73","299","73","0","26","0","26","0","26","354","119","151","115","203","162","0","26","203","162"
"0500000US37187","Washington County, North Carolina","641","*****","320","78","142","56","139","55","3","6","0","19","3","6","178","81","0","19","178","81","0","19","178","81","321","78","126","56","126","56","0","19","0","19","0","19","195","82","99","101","96","88","15","27","81","86"
"0500000US37029","Camden County, North Carolina","296","*****","134","71","48","41","48","41","0","19","0","19","0","19","86","52","78","52","8","7","0","19","8","7","162","71","119","65","119","65","0","19","0","19","0","19","43","35","33","33","10","15","10","15","0","19"
"0500000US37043","Clay County, North Carolina","340","*****","116","44","34","17","34","17","0","19","0","19","0","19","82","52","30","48","52","47","0","19","52","47","224","44","90","18","90","18","0","19","0","19","0","19","134","52","70","83","64","49","15","28","49","52"
"0500000US37051","Cumberland County, North Carolina","37826","*****","19606","*****","6375","*****","6274","67","101","67","18","29","83","60","13231","*****","10240","323","2991","323","1423","226","1568","271","18220","*****","6190","*****","6052","78","138","77","21","28","117","73","12030","*****","8617","372","3413","372","1754","231","1659","309"
"0500000US37071","Gaston County, North Carolina","14642","*****","7357","*****","2792","*****","2371","200","421","200","107","81","314","186","4565","*****","1276","236","3289","237","948","204","2341","305","7285","*****","2823","*****","2596","101","227","101","58","46","169","94","4462","*****","1629","235","2833","235","866","175","1967","254"
"0500000US37081","Guilford County, North Carolina","40824","*****","20732","*****","8233","*****","7605","172","628","172","92","63","536","167","12499","*****","3591","364","8908","365","1846","253","7062","395","20092","*****","8033","*****","7623","127","410","127","51","38","359","123","12059","*****","4689","394","7370","394","2116","295","5254","406"
"0500000US37099","Jackson County, North Carolina","2376","*****","1278","163","431","151","419","155","12","21","0","26","12","21","847","63","291","116","556","116","54","49","502","118","1098","163","497","151","474","153","23","40","0","26","23","40","601","63","446","91","155","66","31","40","124","64"
"0500000US37125","Moore County, North Carolina","6214","*****","3200","*****","1276","*****","1187","85","89","85","4","11","85","85","1924","*****","913","163","1011","163","171","100","840","173","3014","*****","1279","*****","1247","34","32","35","23","26","9","16","1735","*****","790","162","945","162","229","101","716","173"
"0500000US37155","Robeson County, North Carolina","11566","*****","6138","*****","2816","*****","2684","71","132","71","19","23","113","67","3322","*****","814","136","2508","136","422","126","2086","164","5428","*****","2818","*****","2700","71","118","71","18","28","100","63","2610","*****","798","165","1812","165","286","78","1526","173"
"0500000US37167","Stanly County, North Carolina","2506","*****","1359","130","499","121","491","121","8","13","0","29","8","13","860","28","245","65","615","64","84","66","531","94","1147","130","525","121","495","125","30","32","0","29","30","32","622","28","219","61","403","61","66","45","337","80"
"0500000US37183","Wake County, North Carolina","105361","*****","53179","*****","20146","*****","18212","506","1934","506","148","98","1786","490","33033","*****","11071","850","21962","849","4062","545","17900","979","52182","*****","19531","*****","17973","386","1558","386","204","123","1354","367","32651","*****","12642","812","20009","812","5022","587","14987","871"
"0500000US37199","Yancey County, North Carolina","899","*****","445","68","188","68","174","64","14","22","0","19","14","22","257","21","41","44","216","48","37","43","179","57","454","68","210","68","168","74","42","65","0","19","42","65","244","22","101","66","143","54","0","19","143","54"
"0500000US37037","Chatham County, North Carolina","8626","*****","4445","*****","1791","*****","1705","52","86","52","9","13","77","48","2654","*****","649","195","2005","195","431","153","1574","212","4181","*****","1791","*****","1721","53","70","53","0","29","70","53","2390","*****","555","161","1835","160","337","143","1498","190"
"0500000US37111","McDowell County, North Carolina","2700","*****","1618","130","833","116","793","107","40","68","0","26","40","68","785","58","212","84","573","86","97","73","476","88","1082","130","386","116","349","135","37","66","0","26","37","66","696","57","137","98","559","108","119","79","440","113"
"0500000US37101","Johnston County, North Carolina","25735","*****","13474","*****","5350","*****","5026","161","324","161","60","92","264","118","8124","*****","2610","415","5514","415","1015","242","4499","431","12261","*****","5231","*****","4927","157","304","157","82","91","222","129","7030","*****","2406","329","4624","329","912","257","3712","402"
"0500000US37103","Jones County, North Carolina","445","*****","231","29","59","18","59","18","0","17","0","17","0","17","172","39","38","42","134","60","0","17","134","60","214","29","85","27","54","15","31","18","0","17","31","18","129","8","52","41","77","42","0","17","77","42"
"0500000US37145","Person County, North Carolina","1659","*****","800","115","205","109","205","109","0","26","0","26","0","26","595","41","219","117","376","124","5","7","371","124","859","115","424","109","361","111","63","77","0","26","63","77","435","41","248","94","187","87","5","7","182","86"
"0500000US37019","Brunswick County, North Carolina","6028","*****","3342","151","1286","151","1264","156","22","38","0","29","22","38","2056","*****","721","174","1335","174","389","198","946","253","2686","151","967","151","950","146","17","24","3","6","14","24","1719","*****","693","164","1026","164","302","149","724","181"
"0500000US37009","Ashe County, North Carolina","1336","*****","844","88","290","81","261","68","29","43","0","23","29","43","554","30","154","88","400","89","15","24","385","88","492","88","145","82","145","82","0","23","0","23","0","23","347","29","132","77","215","74","0","23","215","74"
"0500000US37013","Beaufort County, North Carolina","3609","*****","2047","120","933","120","862","159","71","118","0","26","71","118","1114","*****","745","122","369","122","73","79","296","99","1562","120","569","120","569","120","0","26","0","26","0","26","993","*****","502","135","491","135","14","18","477","131"
"0500000US37107","Lenoir County, North Carolina","4364","*****","2570","151","894","140","875","140","19","18","0","29","19","18","1676","68","420","153","1256","141","160","119","1096","204","1794","151","811","140","811","140","0","29","0","29","0","29","983","67","254","98","729","119","126","111","603","145"
"0500000US37161","Rutherford County, North Carolina","2817","*****","1708","161","837","161","828","161","9","24","9","24","0","29","871","*****","368","164","503","163","126","90","377","179","1109","161","299","161","257","155","42","53","0","29","42","53","810","*****","439","132","371","132","187","101","184","118"
"0500000US37109","Lincoln County, North Carolina","5755","*****","2991","63","1027","63","883","96","144","92","25","34","119","89","1964","*****","450","127","1514","127","615","168","899","192","2764","63","950","63","887","91","63","55","18","30","45","57","1814","*****","645","136","1169","136","345","161","824","145"
"0500000US37133","Onslow County, North Carolina","24094","*****","13994","*****","3774","*****","3663","122","111","122","36","58","75","72","10220","*****","8693","307","1527","307","1018","255","509","197","10100","*****","3603","*****","3599","10","4","8","0","29","4","8","6497","*****","5341","268","1156","268","594","200","562","195"
"0500000US37135","Orange County, North Carolina","12014","*****","6151","*****","2274","*****","1894","140","380","140","57","79","323","155","3877","*****","1130","205","2747","204","336","124","2411","236","5863","*****","2268","*****","1966","193","302","193","133","135","169","109","3595","*****","1481","192","2114","191","517","161","1597","245"
"0500000US37163","Sampson County, North Carolina","12297","*****","6621","*****","2679","*****","2452","129","227","130","0","29","227","130","3942","*****","835","199","3107","199","640","187","2467","257","5676","*****","2549","*****","2461","87","88","86","0","29","88","86","3127","*****","942","234","2185","233","249","114","1936","226"
"0500000US37197","Yadkin County, North Carolina","4120","*****","2196","140","924","120","872","139","52","70","0","26","52","70","1272","60","287","138","985","164","252","143","733","165","1924","139","849","119","800","129","49","62","0","26","49","62","1075","60","396","92","679","82","141","61","538","86"
"0500000US37011","Avery County, North Carolina","896","*****","514","63","94","60","94","60","0","19","0","19","0","19","420","20","257","96","163","94","28","35","135","83","382","63","186","60","169","64","17","25","17","25","0","19","196","20","70","42","126","47","7","13","119","47"
"0500000US37023","Burke County, North Carolina","5342","*****","2998","154","1136","154","1069","136","67","63","0","29","67","63","1862","*****","756","202","1106","201","181","118","925","212","2344","154","922","154","879","154","43","49","0","29","43","49","1422","*****","578","142","844","142","201","85","643","131"
"0500000US37033","Caswell County, North Carolina","867","*****","457","57","151","49","151","49","0","23","0","23","0","23","306","24","111","64","195","72","16","21","179","67","410","57","186","49","155","52","31","53","0","23","31","53","224","24","88","54","136","59","53","43","83","38"
"0500000US37059","Davie County, North Carolina","2796","*****","1239","99","478","92","478","92","0","26","0","26","0","26","761","42","199","115","562","114","44","43","518","104","1557","99","658","92","499","86","159","75","120","79","39","28","899","42","231","97","668","105","219","141","449","147"
"0500000US37061","Duplin County, North Carolina","12909","*****","6904","*****","2799","*****","2520","154","279","154","19","31","260","151","4105","*****","756","189","3349","188","448","183","2901","256","6005","*****","2523","*****","2247","154","276","155","104","107","172","99","3482","*****","931","257","2551","257","276","168","2275","321"
"0500000US37063","Durham County, North Carolina","41189","*****","21812","*****","8129","*****","7389","205","740","206","61","49","679","198","13683","*****","3512","423","10171","423","1206","276","8965","517","19377","*****","7930","*****","7067","245","863","244","72","76","791","239","11447","*****","3368","356","8079","356","1080","242","6999","359"
"0500000US37105","Lee County, North Carolina","11556","*****","5994","*****","2323","*****","2182","103","141","103","33","47","108","97","3671","*****","816","164","2855","164","942","246","1913","257","5562","*****","2269","*****","2114","154","155","154","35","50","120","144","3293","*****","1237","250","2056","250","601","157","1455","280"
"0500000US37129","New Hanover County, North Carolina","12159","*****","6208","*****","2218","*****","1918","174","300","174","97","144","203","133","3990","*****","1773","289","2217","289","665","233","1552","254","5951","*****","2247","*****","2019","130","228","129","93","91","135","108","3704","*****","1951","249","1753","249","345","162","1408","221"
"0500000US37191","Wayne County, North Carolina","14320","*****","7467","*****","2986","*****","2877","72","109","72","32","40","77","67","4481","*****","1563","293","2918","293","516","190","2402","285","6853","*****","2988","*****","2711","122","277","122","0","29","277","122","3865","*****","998","204","2867","204","336","128","2531","229"
"0500000US37165","Scotland County, North Carolina","1030","*****","587","73","183","61","183","61","0","26","0","26","0","26","404","39","154","66","250","51","45","33","205","54","443","73","183","61","151","72","32","38","0","26","32","38","260","38","153","52","107","66","52","42","55","49"
"0500000US37083","Halifax County, North Carolina","1440","*****","919","129","435","131","339","128","96","85","0","29","96","85","484","22","258","116","226","123","64","58","162","124","521","129","195","131","165","120","30","48","0","29","30","48","326","23","165","69","161","65","66","53","95","68"
"0500000US37001","Alamance County, North Carolina","19905","*****","10108","*****","4201","*****","4052","91","149","92","56","69","93","59","5907","*****","1558","248","4349","247","764","253","3585","280","9797","*****","4026","*****","3808","121","218","121","30","34","188","122","5771","*****","1451","259","4320","258","898","202","3422","339"
"0500000US37087","Haywood County, North Carolina","2307","*****","1196","44","454","44","454","44","0","29","0","29","0","29","742","*****","253","99","489","98","157","96","332","132","1111","44","447","44","431","53","16","20","7","14","9","14","664","*****","438","77","226","77","72","47","154","65"
"0500000US37005","Alleghany County, North Carolina","1054","*****","553","98","139","94","139","94","0","19","0","19","0","19","414","21","73","50","341","51","47","31","294","65","501","98","246","94","241","96","5","8","0","19","5","8","255","21","100","71","155","73","71","34","84","54"
"0500000US37045","Cleveland County, North Carolina","3317","*****","1665","163","635","163","635","163","0","29","0","29","0","29","1030","*****","473","101","557","101","129","69","428","108","1652","164","755","163","636","130","119","118","0","29","119","118","897","*****","465","126","432","126","141","88","291","118"
"0500000US37077","Granville County, North Carolina","4563","*****","2530","54","934","54","895","67","39","34","0","29","39","34","1596","*****","634","192","962","192","274","113","688","191","2033","54","848","54","826","57","22","32","0","29","22","32","1185","*****","494","116","691","116","229","96","462","126"
"0500000US37093","Hoke County, North Carolina","6950","*****","3548","51","1449","49","1402","58","47","42","0","29","47","42","2099","*****","1150","174","949","174","185","91","764","184","3402","50","1371","50","1281","96","90","82","47","70","43","45","2031","*****","1042","171","989","171","214","105","775","175"
"0500000US37097","Iredell County, North Carolina","12869","*****","6585","*****","2371","*****","2242","98","129","99","7","13","122","97","4214","*****","1209","291","3005","290","616","190","2389","325","6284","*****","2311","*****","2186","88","125","88","7","14","118","91","3973","*****","1557","250","2416","250","604","161","1812","273"
"0500000US37147","Pitt County, North Carolina","10903","*****","5593","*****","2101","*****","2021","80","80","80","0","29","80","80","3492","*****","1467","259","2025","259","252","82","1773","247","5310","*****","2051","*****","1936","165","115","165","0","29","115","165","3259","*****","1473","209","1786","208","420","125","1366","217"
"0500000US37039","Cherokee County, North Carolina","846","*****","516","78","165","44","165","44","0","23","0","23","0","23","351","56","179","77","172","89","57","51","115","73","330","78","113","44","113","44","0","23","0","23","0","23","217","56","138","79","79","59","46","52","33","46"
"0500000US37193","Wilkes County, North Carolina","4316","*****","2372","106","1002","52","935","58","67","58","6","11","61","59","1370","95","243","84","1127","136","220","94","907","153","1944","106","897","52","790","113","107","90","0","29","107","90","1047","95","360","96","687","115","111","69","576","104"
"0500000US37003","Alexander County, North Carolina","1723","*****","912","110","367","80","367","80","0","26","0","26","0","26","545","69","108","67","437","68","63","61","374","62","811","111","353","79","221","173","132","123","0","26","132","123","458","69","175","141","283","138","0","26","283","138"
"0500000US37031","Carteret County, North Carolina","2930","*****","1569","35","574","34","574","34","0","29","0","29","0","29","995","*****","570","113","425","114","88","49","337","107","1361","34","560","34","557","34","3","5","3","5","0","29","801","*****","466","93","335","94","97","49","238","99"
"0500000US37139","Pasquotank County, North Carolina","2031","*****","923","81","308","79","297","72","11","19","0","26","11","19","615","32","297","101","318","101","61","56","257","97","1108","81","454","79","454","79","0","26","0","26","0","26","654","33","448","113","206","108","82","60","124","94"
"0500000US37173","Swain County, North Carolina","731","*****","371","104","155","83","106","68","49","74","0","19","49","74","216","94","39","49","177","86","14","22","163","83","360","104","181","83","181","83","0","19","0","19","0","19","179","93","126","86","53","77","36","52","17","26"
"0500000US37007","Anson County, North Carolina","999","*****","676","122","89","85","60","63","29","53","0","23","29","53","587","133","228","106","359","172","119","139","240","137","323","122","141","113","141","113","0","23","0","23","0","23","182","145","87","79","95","74","0","23","95","74"
"0500000US37069","Franklin County, North Carolina","5276","*****","2916","72","1119","71","1037","93","82","58","24","32","58","49","1797","*****","508","133","1289","133","229","83","1060","170","2360","71","1005","71","902","66","103","81","50","60","53","51","1355","*****","512","124","843","124","132","63","711","112"
"0500000US37113","Macon County, North Carolina","2367","*****","1195","99","529","103","473","65","56","96","0","26","56","96","666","48","128","67","538","80","66","45","472","79","1172","99","556","103","487","88","69","84","0","26","69","84","616","48","130","72","486","78","150","59","336","75"
"0500000US37175","Transylvania County, North Carolina","1090","*****","547","91","162","66","162","66","0","26","0","26","0","26","385","56","130","84","255","50","10","17","245","54","543","90","211","67","191","63","20","26","12","22","8","14","332","55","114","100","218","97","0","26","218","97"
"0500000US37047","Columbus County, North Carolina","2941","*****","1722","92","726","84","716","82","10","17","0","29","10","17","996","43","354","127","642","103","223","78","419","115","1219","92","547","84","505","81","42","43","0","29","42","43","672","44","163","104","509","99","116","110","393","134"
"0500000US37123","Montgomery County, North Carolina","4176","*****","2323","88","1097","43","1014","88","83","76","0","23","83","76","1226","78","303","98","923","118","177","124","746","123","1853","89","844","42","818","60","26","41","0","23","26","41","1009","78","93","86","916","107","184","84","732","143"
"0500000US37153","Richmond County, North Carolina","2870","*****","1478","136","525","122","470","123","55","50","0","26","55","50","953","55","183","107","770","105","118","72","652","110","1392","136","619","121","619","121","0","26","0","26","0","26","773","54","211","85","562","91","145","101","417","102"
"0500000US37171","Surry County, North Carolina","7450","*****","3888","*****","1589","*****","1452","116","137","116","0","29","137","116","2299","*****","829","143","1470","142","323","116","1147","169","3562","*****","1587","*****","1358","111","229","110","12","19","217","110","1975","*****","749","128","1226","129","408","116","818","141"
"0500000US37021","Buncombe County, North Carolina","16529","*****","8427","*****","3100","*****","2940","124","160","123","120","116","40","39","5327","*****","1962","295","3365","295","742","200","2623","328","8102","*****","3151","*****","2825","163","326","163","147","126","179","129","4951","*****","1955","276","2996","275","901","213","2095","336"
"0500000US37025","Cabarrus County, North Carolina","20560","*****","10374","*****","4513","*****","4110","170","403","170","82","87","321","136","5861","*****","2333","318","3528","318","562","186","2966","339","10186","*****","4241","*****","4020","114","221","114","0","29","221","114","5945","*****","2628","320","3317","320","876","187","2441","355"
"0500000US37057","Davidson County, North Carolina","11516","*****","6001","*****","2470","*****","2137","124","333","124","41","44","292","121","3531","*****","862","202","2669","201","614","204","2055","263","5515","*****","2362","*****","2119","135","243","135","11","20","232","134","3153","*****","817","178","2336","178","394","124","1942","228"
